seed,global_steps_per_temperature,MCS_per_global_steps,number_of_temperatures,schedule,num_runs,best_energy,success_rate,average_time,tts_p0.99
16095495,5,15,16,logT,10,-1.69854,0,647.432952428,inf
16095495,5,15,17,logT,10,-1.69993,0,688.392665482,inf
16095495,5,15,18,logT,10,-1.69932,0,729.312818575,inf
16095495,5,15,19,logT,10,-1.69995,0,770.190098,inf
16095495,5,15,20,logT,10,-1.70008,0,811.105529976,inf
16095495,5,15,21,logT,10,-1.70042,0,852.075057936,inf
16095495,5,15,22,logT,10,-1.70045,0,893.12873807,inf
16095495,5,15,23,logT,10,-1.70153,0,933.919309974,inf
16095495,5,15,24,logT,10,-1.70103,0,975.114680076,inf
16095495,5,15,25,logT,10,-1.70163,0,1015.66003702,inf
16095495,5,15,26,logT,10,-1.70161,0,1056.68870609,inf
16095495,5,15,27,logT,10,-1.70189,0,1097.64417856,inf
16095495,5,15,28,logT,10,-1.70185,0,1138.65426161,inf
16095495,5,15,29,logT,10,-1.7019,0,1179.50856254,inf
16095495,5,15,30,logT,10,-1.70218,0,1220.62337909,inf
16095495,5,15,31,logT,10,-1.7022,0,1261.47747121,inf
16095495,5,15,32,logT,10,-1.70225,0,1302.38241296,inf
16095495,5,15,33,logT,10,-1.70218,0,1343.23803179,inf
16095495,5,15,34,logT,10,-1.70225,0,1384.21379936,inf
16095495,5,15,35,logT,10,-1.70223,0,1425.19614563,inf
16095495,5,15,36,logT,10,-1.70225,0,1466.17235885,inf
16095495,5,15,37,logT,10,-1.70226,0,1506.99899929,inf
16095495,5,15,38,logT,10,-1.70225,0,1548.18707137,inf
16095495,5,15,39,logT,10,-1.70227,0.1,1589.02962208,69454.4041908
16095495,5,15,40,logT,10,-1.70227,0.2,1629.78410406,33634.9991806
16095495,5,15,41,logT,10,-1.70227,0.4,1670.79275529,15062.4491523
16095495,5,15,42,logT,10,-1.70227,0.3,1711.87180367,22102.6487182
16095495,5,15,43,logT,10,-1.70227,0.7,1752.76995487,6704.30753093
16095495,5,15,44,logT,10,-1.70227,0.6,1793.7333344,9015.09421173
16095495,5,15,45,logT,10,-1.70227,0.6,1834.50787375,9220.02228362
16095495,5,15,46,logT,10,-1.70227,0.5,1875.49886253,12460.5447267
16095495,5,15,47,logT,10,-1.70227,0.8,1916.38396926,5483.45124217
16095495,5,15,48,logT,10,-1.70227,0.8,1957.41255412,5600.84851132
16095495,5,15,49,logT,10,-1.70227,0.6,1998.34085832,10043.4277266
16095495,5,15,50,logT,10,-1.70227,0.9,2039.51484635,4079.0296927
