N,seed,min_energy,average_time,success_probability,TTS,hardware,program_name,average_steps,parameters
1000,11182766,-1.47196072,0.0005876403,0,27.0604827821,Intel Xeon Gold 6248,Reluctant,857.9218,
1000,11251697,-1.49656078,0.0005779789,0,26.6155811163,Intel Xeon Gold 6248,Reluctant,845.8303,
1000,11371769,-1.4724983,0.0005801443,0,26.7152964854,Intel Xeon Gold 6248,Reluctant,852.1819,
1000,11402525,-1.49490465,0.0005871671,0,27.0386922064,Intel Xeon Gold 6248,Reluctant,860.2971,
1000,11412292,-1.50136651,0.0005860593,0,26.9876786819,Intel Xeon Gold 6248,Reluctant,860.1277,
1000,11503114,-1.47985234,0.0005866139,0,27.0132176787,Intel Xeon Gold 6248,Reluctant,859.0213,
1000,11534681,-1.48426989,0.0005834767,0,26.8687515034,Intel Xeon Gold 6248,Reluctant,854.8207,
1000,11605451,-1.46017241,0.0005794791,0,26.6846644251,Intel Xeon Gold 6248,Reluctant,849.6261,
1000,11679033,-1.4495324,0.0005911498,0,27.2220931487,Intel Xeon Gold 6248,Reluctant,838.3105,
1000,11777311,-1.47717267,0.000575886,0,26.5192043287,Intel Xeon Gold 6248,Reluctant,841.4369,
1000,11802495,-1.47813885,0.0005787815,0,26.6525403641,Intel Xeon Gold 6248,Reluctant,849.2413,
1000,11915411,-1.48362272,0.0005788066,0,26.6536962041,Intel Xeon Gold 6248,Reluctant,847.7354,
1000,11960737,-1.47700543,0.0005873635,0,27.0477363084,Intel Xeon Gold 6248,Reluctant,863.2113,
1000,12088959,-1.47176802,0.0005849034,0,26.9344501813,Intel Xeon Gold 6248,Reluctant,852.4036,
1000,12238274,-1.46342567,0.000577299,0,26.5842721298,Intel Xeon Gold 6248,Reluctant,846.6659,
1000,12476934,-1.48515437,0.0005848288,0,26.9310148962,Intel Xeon Gold 6248,Reluctant,856.8045,
1000,12520071,-1.4750144,0.0005862761,0,26.9976621917,Intel Xeon Gold 6248,Reluctant,861.4329,
1000,12531925,-1.47069848,0.0005755067,0,26.5017377915,Intel Xeon Gold 6248,Reluctant,844.9585,
1000,12600313,-1.50270435,0.000587374,0,27.0482198271,Intel Xeon Gold 6248,Reluctant,858.565,
1000,12876033,-1.47085787,0.0005812446,0,26.7659646394,Intel Xeon Gold 6248,Reluctant,850.5645,
1000,12948253,-1.4457752,0.0005767963,0,26.5611230968,Intel Xeon Gold 6248,Reluctant,840.8992,
1000,13046662,-1.50512016,0.0005844131,0,26.9118721609,Intel Xeon Gold 6248,Reluctant,854.556,
1000,13183385,-1.43576334,0.000590731,0,27.2028076603,Intel Xeon Gold 6248,Reluctant,866.4463,
1000,13232651,-1.42798848,0.0005776603,0,26.6009097777,Intel Xeon Gold 6248,Reluctant,845.2771,
1000,13392517,-1.48236142,0.0005820908,0,26.804931641,Intel Xeon Gold 6248,Reluctant,852.3426,
1000,13414790,-1.49517637,0.0005746214,0,26.4609702584,Intel Xeon Gold 6248,Reluctant,837.4664,
1000,13551483,-1.45394073,0.000576048,0,26.5266643313,Intel Xeon Gold 6248,Reluctant,842.8253,
1000,13753649,-1.497172,0.0005855607,0,26.9647184515,Intel Xeon Gold 6248,Reluctant,863.3301,
1000,13928994,-1.46492991,0.0005797342,0,26.6964116268,Intel Xeon Gold 6248,Reluctant,850.1434,
1000,14030140,-1.45429666,0.000580629,0,26.7376166292,Intel Xeon Gold 6248,Reluctant,843.287,
1000,14066739,-1.46746906,0.0005862392,0,26.9959629688,Intel Xeon Gold 6248,Reluctant,855.9768,
1000,14106527,-1.4878182,0.0005797098,0,26.6952880215,Intel Xeon Gold 6248,Reluctant,848.2919,
1000,14207659,-1.44908153,0.0005893109,0,27.1374129085,Intel Xeon Gold 6248,Reluctant,865.6464,
1000,14230092,-1.47005017,0.0005854561,0,26.9599016843,Intel Xeon Gold 6248,Reluctant,857.2772,
1000,14265803,-1.44946653,0.000580042,0,26.7105856319,Intel Xeon Gold 6248,Reluctant,850.9525,
1000,14280208,-1.47239343,0.0005828181,0,26.8384233691,Intel Xeon Gold 6248,Reluctant,851.5215,
1000,14441004,-1.47872908,0.0005842735,0,26.9054436648,Intel Xeon Gold 6248,Reluctant,860.3807,
1000,14542852,-1.47375668,0.0005846725,0,26.923817375,Intel Xeon Gold 6248,Reluctant,855.9334,
1000,14547212,-1.44466425,0.0005819926,0,26.80040959,Intel Xeon Gold 6248,Reluctant,849.4032,
1000,14550708,-1.46543194,0.0005881181,0,27.0824851851,Intel Xeon Gold 6248,Reluctant,860.8958,
1000,14772102,-1.49451144,0.000580734,0,26.7424518162,Intel Xeon Gold 6248,Reluctant,850.051,
1000,15011482,-1.49347762,0.0005856484,0,26.9687569838,Intel Xeon Gold 6248,Reluctant,859.3212,
1000,15037000,-1.48252611,0.00057868,0,26.6478663501,Intel Xeon Gold 6248,Reluctant,842.8372,
1000,15345480,-1.51895731,0.0005806223,0,26.7373080983,Intel Xeon Gold 6248,Reluctant,849.6453,
1000,15446758,-1.48280802,0.0005795196,0,26.6865294257,Intel Xeon Gold 6248,Reluctant,845.6344,
1000,15509635,-1.42824251,0.0005888138,0,27.1145217521,Intel Xeon Gold 6248,Reluctant,865.1103,
1000,15570002,-1.4633538,0.0005817295,0,26.7882939931,Intel Xeon Gold 6248,Reluctant,848.6825,
1000,15709809,-1.46787346,0.0005820422,0,26.8026936402,Intel Xeon Gold 6248,Reluctant,851.7982,
1000,15755754,-1.47510462,0.0005771709,0,26.5783732017,Intel Xeon Gold 6248,Reluctant,844.5118,
1000,15763085,-1.45535597,0.000586928,0,27.027681795,Intel Xeon Gold 6248,Reluctant,855.9991,
1000,15924209,-1.48415565,0.0005789331,0,26.6595214531,Intel Xeon Gold 6248,Reluctant,846.5927,
1000,15981934,-1.45641502,0.0005848206,0,26.9306372911,Intel Xeon Gold 6248,Reluctant,856.9153,
1000,16164239,-1.44955204,0.0005729754,0,26.3851729472,Intel Xeon Gold 6248,Reluctant,839.2859,
1000,16173523,-1.48239553,0.0005794552,0,26.6835638444,Intel Xeon Gold 6248,Reluctant,847.6862,
1000,16248991,-1.46886697,0.0005882716,0,27.0895537678,Intel Xeon Gold 6248,Reluctant,860.852,
1000,16319112,-1.47935933,0.0005779634,0,26.6148673506,Intel Xeon Gold 6248,Reluctant,842.8341,
1000,16350340,-1.48767595,0.0005857199,0,26.9720495158,Intel Xeon Gold 6248,Reluctant,856.6798,
1000,16516882,-1.46876287,0.0005851292,0,26.9448481357,Intel Xeon Gold 6248,Reluctant,857.5877,
1000,16577430,-1.48734973,0.0006024626,0,27.7430407924,Intel Xeon Gold 6248,Reluctant,857.7667,
1000,16600400,-1.46640891,0.0005847625,0,26.927961821,Intel Xeon Gold 6248,Reluctant,860.4839,
1000,16609733,-1.48107011,0.0005787464,0,26.6509240302,Intel Xeon Gold 6248,Reluctant,842.2093,
1000,16657501,-1.48232629,0.0005825376,0,26.8255065126,Intel Xeon Gold 6248,Reluctant,851.7106,
1000,16678332,-1.48858583,0.0005823699,0,26.8177840284,Intel Xeon Gold 6248,Reluctant,856.6398,
1000,16695257,-1.47512937,0.0005840648,0,26.8958331551,Intel Xeon Gold 6248,Reluctant,852.3424,
2744,502033,-1.43069515,0.0012124114,0,55.8308165974,Intel Xeon Gold 6248,Reluctant,2339.1154,
2744,3210623,-1.45201932,0.00121814,0,56.0946151858,Intel Xeon Gold 6248,Reluctant,2344.0493,
2744,4063355,-1.44122135,0.00122728,0,56.5155066949,Intel Xeon Gold 6248,Reluctant,2347.7308,
2744,5105474,-1.41720778,0.0012158612,0,55.9896778149,Intel Xeon Gold 6248,Reluctant,2323.8647,
2744,7711527,-1.44371332,0.0012244344,0,56.3844685244,Intel Xeon Gold 6248,Reluctant,2338.9944,
2744,9551411,-1.44049692,0.0012218972,0,56.2676319887,Intel Xeon Gold 6248,Reluctant,2355.551,
2744,9569658,-1.43457572,0.0012130225,0,55.8589573852,Intel Xeon Gold 6248,Reluctant,2333.28,
2744,11086240,-1.42484842,0.0012196904,0,56.1660101744,Intel Xeon Gold 6248,Reluctant,2335.8144,
2744,14949383,-1.43745955,0.0012232348,0,56.3292276651,Intel Xeon Gold 6248,Reluctant,2347.7832,
2744,16095495,-1.43652127,0.001209694,0,55.7056819599,Intel Xeon Gold 6248,Reluctant,2318.9699,
1000,110046,-1.47167684,0.0003359846,0,15.4718889827,Intel Xeon Gold 6248,Greedy,333.5313,
1000,228274,-1.4628719,0.0003383875,0,15.5825410841,Intel Xeon Gold 6248,Greedy,336.7185,
1000,369954,-1.56236902,0.0003406001,0,15.6844299849,Intel Xeon Gold 6248,Greedy,337.8528,
1000,418527,-1.51728681,0.0003382357,0,15.5755507853,Intel Xeon Gold 6248,Greedy,334.966,
1000,492757,-1.48995426,0.0003390759,0,15.6142414905,Intel Xeon Gold 6248,Greedy,337.2165,
1000,554682,-1.53258193,0.0003364524,0,15.4934308916,Intel Xeon Gold 6248,Greedy,334.489,
1000,624355,-1.55326458,0.0003409423,0,15.7001880893,Intel Xeon Gold 6248,Greedy,338.9623,
1000,631654,-1.54551065,0.0003384266,0,15.5843416156,Intel Xeon Gold 6248,Greedy,337.4844,
1000,654105,-1.49845465,0.0003381445,0,15.5713510801,Intel Xeon Gold 6248,Greedy,332.9555,
1000,658180,-1.5445668,0.0003394067,0,15.6294746318,Intel Xeon Gold 6248,Greedy,337.4685,
1000,983552,-1.54613634,0.0003392586,0,15.6226547158,Intel Xeon Gold 6248,Greedy,336.3093,
1000,984673,-1.53010014,0.0003391983,0,15.619877937,Intel Xeon Gold 6248,Greedy,336.0664,
1000,1010826,-1.52849124,0.0003343507,0,15.3966488693,Intel Xeon Gold 6248,Greedy,335.9208,
1000,1051560,-1.48339637,0.0003344304,0,15.4003190064,Intel Xeon Gold 6248,Greedy,335.7892,
1000,1086364,-1.53311824,0.00044805,0,20.6324333279,Intel Xeon Gold 6248,Greedy,333.0104,
1000,1153328,-1.50421157,0.000338988,0,15.6101937484,Intel Xeon Gold 6248,Greedy,333.8666,
1000,1251908,-1.54409831,0.0003389812,0,15.6098806124,Intel Xeon Gold 6248,Greedy,337.2654,
1000,1430748,-1.52536404,0.0003394643,0,15.6321270772,Intel Xeon Gold 6248,Greedy,339.8357,
1000,1494266,-1.52913198,0.000336898,0,15.5139505039,Intel Xeon Gold 6248,Greedy,334.8427,
1000,1526610,-1.51828315,0.0003386795,0,15.5959875087,Intel Xeon Gold 6248,Greedy,335.3781,
1000,1575578,-1.51893959,0.0003384325,0,15.5846133071,Intel Xeon Gold 6248,Greedy,336.9837,
1000,1631660,-1.52482252,0.0003374176,0,15.5378777718,Intel Xeon Gold 6248,Greedy,334.7734,
1000,1730477,-1.47430851,0.0003999139,0,18.4157948413,Intel Xeon Gold 6248,Greedy,333.4964,
1000,1769991,-1.53851905,0.0003361458,0,15.4793121458,Intel Xeon Gold 6248,Greedy,333.8106,
1000,1791529,-1.52762364,0.0003398955,0,15.6519835782,Intel Xeon Gold 6248,Greedy,335.8267,
1000,1914710,-1.51738881,0.0003392721,0,15.6232763827,Intel Xeon Gold 6248,Greedy,337.2682,
1000,1958910,-1.5507183,0.0003389762,0,15.6096503654,Intel Xeon Gold 6248,Greedy,334.8735,
1000,2094269,-1.51800759,0.0003406449,0,15.6864929979,Intel Xeon Gold 6248,Greedy,337.0916,
1000,2103206,-1.55985286,0.0003397676,0,15.64609386,Intel Xeon Gold 6248,Greedy,339.2316,
1000,2254005,-1.51415342,0.000339194,0,15.6196799246,Intel Xeon Gold 6248,Greedy,337.8466,
1000,2261070,-1.50549072,0.0003375515,0,15.5440437863,Intel Xeon Gold 6248,Greedy,335.2802,
1000,2330819,-1.52883153,0.0004187254,0,19.282053115,Intel Xeon Gold 6248,Greedy,336.2163,
1000,2471202,-1.48035314,0.000338563,0,15.5906227537,Intel Xeon Gold 6248,Greedy,335.8703,
1000,2475263,-1.52208905,0.0003368513,0,15.511799997,Intel Xeon Gold 6248,Greedy,336.3018,
1000,2494091,-1.51970757,0.0003386247,0,15.5934640016,Intel Xeon Gold 6248,Greedy,337.4087,
1000,2575023,-1.52167284,0.0003363977,0,15.4909119895,Intel Xeon Gold 6248,Greedy,333.02,
1000,2622727,-1.50168293,0.0003367019,0,15.5049202168,Intel Xeon Gold 6248,Greedy,333.1934,
1000,2629801,-1.523003,0.0003392824,0,15.6237506915,Intel Xeon Gold 6248,Greedy,336.8246,
1000,2633193,-1.52507272,0.0003380265,0,15.565917251,Intel Xeon Gold 6248,Greedy,334.6867,
1000,2702397,-1.57309431,0.000337596,0,15.5460929846,Intel Xeon Gold 6248,Greedy,335.4827,
1000,2892506,-1.54799959,0.0003387064,0,15.5972262375,Intel Xeon Gold 6248,Greedy,338.0622,
1000,3139424,-1.51230476,0.0003383185,0,15.5793636756,Intel Xeon Gold 6248,Greedy,336.6989,
1000,3212296,-1.54856491,0.0003372478,0,15.5300585838,Intel Xeon Gold 6248,Greedy,335.0679,
1000,3240710,-1.51729325,0.0003396455,0,15.6404712283,Intel Xeon Gold 6248,Greedy,337.1808,
1000,3259621,-1.5127895,0.0003394342,0,15.6307409903,Intel Xeon Gold 6248,Greedy,335.9136,
1000,3328448,-1.50616396,0.000337727,0,15.5521254559,Intel Xeon Gold 6248,Greedy,335.2273,
1000,3396452,-1.52138384,0.0003398893,0,15.6516980719,Intel Xeon Gold 6248,Greedy,336.5392,
1000,3603850,-1.5095452,0.0003384492,0,15.585382332,Intel Xeon Gold 6248,Greedy,336.6902,
1000,3633003,-1.5082036,0.0003392071,0,15.6202831717,Intel Xeon Gold 6248,Greedy,336.8765,
1000,3713812,-1.57294204,0.0003417764,0,15.7385978932,Intel Xeon Gold 6248,Greedy,339.8892,
1000,3727510,-1.52770544,0.000340855,0,15.6961679767,Intel Xeon Gold 6248,Greedy,336.9194,
1000,3730240,-1.54086858,0.0003380667,0,15.5677684368,Intel Xeon Gold 6248,Greedy,334.1744,
1000,3883519,-1.5128093,0.0003394644,0,15.6321316821,Intel Xeon Gold 6248,Greedy,334.7409,
1000,3996225,-1.53186596,0.0003378262,0,15.5566935563,Intel Xeon Gold 6248,Greedy,333.9704,
1000,4030608,-1.53122035,0.000338729,0,15.5982669539,Intel Xeon Gold 6248,Greedy,335.369,
1000,4043709,-1.50466784,0.0003372244,0,15.5289810279,Intel Xeon Gold 6248,Greedy,335.2743,
1000,4068529,-1.50259485,0.0003388054,0,15.6017851281,Intel Xeon Gold 6248,Greedy,336.5802,
1000,4087272,-1.56043241,0.0003408681,0,15.6967712239,Intel Xeon Gold 6248,Greedy,338.7931,
1000,4187807,-1.54753766,0.0003372053,0,15.5281014843,Intel Xeon Gold 6248,Greedy,333.584,
1000,4197361,-1.53697668,0.0003393292,0,15.6259058034,Intel Xeon Gold 6248,Greedy,335.3522,
1000,4490197,-1.53926804,0.0003379946,0,15.5644482752,Intel Xeon Gold 6248,Greedy,334.8682,
1000,4621654,-1.51983761,0.0003381131,0,15.569905129,Intel Xeon Gold 6248,Greedy,335.298,
1000,4911238,-1.56048394,0.0003385025,0,15.587836765,Intel Xeon Gold 6248,Greedy,336.4553,
1000,4931967,-1.54474528,0.0003388923,0,15.6057868208,Intel Xeon Gold 6248,Greedy,336.1232,
1000,4955389,-1.50817728,0.0003386787,0,15.5959506692,Intel Xeon Gold 6248,Greedy,337.5441,
1000,4960753,-1.5090404,0.0003386289,0,15.5936574091,Intel Xeon Gold 6248,Greedy,337.9119,
1000,5049071,-1.5185711,0.0003387791,0,15.6005740289,Intel Xeon Gold 6248,Greedy,337.6675,
1000,5105258,-1.56191504,0.000338983,0,15.6099635014,Intel Xeon Gold 6248,Greedy,335.5541,
1000,5314052,-1.52725164,0.0003382273,0,15.5751639704,Intel Xeon Gold 6248,Greedy,336.0574,
1000,5406329,-1.5371475,0.0003396494,0,15.640650821,Intel Xeon Gold 6248,Greedy,338.1066,
1000,5550256,-1.51994352,0.0003370525,0,15.5210651361,Intel Xeon Gold 6248,Greedy,334.3319,
1000,5551067,-1.50171843,0.0003384055,0,15.5833699733,Intel Xeon Gold 6248,Greedy,334.0823,
1000,5672028,-1.50518962,0.0003382539,0,15.5763888844,Intel Xeon Gold 6248,Greedy,334.3904,
1000,5719349,-1.52471951,0.0003363206,0,15.4873615808,Intel Xeon Gold 6248,Greedy,334.4715,
1000,5913160,-1.50738389,0.0003399355,0,15.6538255541,Intel Xeon Gold 6248,Greedy,337.8599,
1000,5918224,-1.47506268,0.0003374868,0,15.5410643902,Intel Xeon Gold 6248,Greedy,336.9867,
1000,5920270,-1.53726336,0.0003388383,0,15.6033001533,Intel Xeon Gold 6248,Greedy,338.7105,
1000,6007986,-1.50237076,0.0003367894,0,15.5089495392,Intel Xeon Gold 6248,Greedy,333.6327,
1000,6145844,-1.49792183,0.0003409185,0,15.6990921136,Intel Xeon Gold 6248,Greedy,339.0309,
1000,6163735,-1.5287876,0.0003381438,0,15.5713188455,Intel Xeon Gold 6248,Greedy,336.35,
1000,6391497,-1.54378426,0.0003399605,0,15.6549767891,Intel Xeon Gold 6248,Greedy,338.1946,
1000,6397791,-1.55630252,0.0003381462,0,15.5714293641,Intel Xeon Gold 6248,Greedy,335.6241,
1000,6582535,-1.52688202,0.0003380008,0,15.5647337814,Intel Xeon Gold 6248,Greedy,336.1626,
1000,6616820,-1.51890832,0.0003378,0,15.5554870621,Intel Xeon Gold 6248,Greedy,337.313,
1000,6667235,-1.55905764,0.0003385857,0,15.591668075,Intel Xeon Gold 6248,Greedy,336.4384,
1000,6774234,-1.52036339,0.0003383225,0,15.5795478732,Intel Xeon Gold 6248,Greedy,334.6645,
1000,6857733,-1.55024526,0.0003391471,0,15.6175202078,Intel Xeon Gold 6248,Greedy,337.2596,
1000,6893474,-1.52872174,0.0003378235,0,15.5565692229,Intel Xeon Gold 6248,Greedy,335.2155,
1000,6998119,-1.54671543,0.0003397459,0,15.645094588,Intel Xeon Gold 6248,Greedy,337.9401,
1000,7165636,-1.49925852,0.0003380384,0,15.5664652388,Intel Xeon Gold 6248,Greedy,335.2327,
1000,7276912,-1.52497345,0.0003357925,0,15.4630428931,Intel Xeon Gold 6248,Greedy,335.0647,
1000,7296639,-1.51029109,0.0003378675,0,15.5585953965,Intel Xeon Gold 6248,Greedy,337.7698,
1000,7308676,-1.5265251,0.0003380013,0,15.5647568061,Intel Xeon Gold 6248,Greedy,337.0491,
1000,7388150,-1.54724144,0.0003376011,0,15.5463278366,Intel Xeon Gold 6248,Greedy,337.407,
1000,7408152,-1.5388036,0.0003377347,0,15.5524800363,Intel Xeon Gold 6248,Greedy,334.164,
1000,7429274,-1.53619635,0.0003367442,0,15.5068681063,Intel Xeon Gold 6248,Greedy,334.6673,
1000,7778359,-1.54870366,0.0003384697,0,15.5863263447,Intel Xeon Gold 6248,Greedy,336.457,
1000,7923692,-1.4769472,0.0003380898,0,15.568832178,Intel Xeon Gold 6248,Greedy,335.3416,
1000,7981098,-1.56152941,0.0003390977,0,15.6152453674,Intel Xeon Gold 6248,Greedy,337.0728,
1000,8085727,-1.52809508,0.0003387372,0,15.598644559,Intel Xeon Gold 6248,Greedy,338.3739,
1000,8111176,-1.52884302,0.0003374825,0,15.5408663778,Intel Xeon Gold 6248,Greedy,333.6167,
1000,8397304,-1.53877331,0.0003375159,0,15.5424044277,Intel Xeon Gold 6248,Greedy,336.6254,
1000,8421935,-1.51326943,0.000338546,0,15.5898399139,Intel Xeon Gold 6248,Greedy,335.8521,
1000,8453239,-1.5174303,0.0003381981,0,15.5738193279,Intel Xeon Gold 6248,Greedy,335.58,
1000,8453439,-1.54599083,0.0003390406,0,15.6126159468,Intel Xeon Gold 6248,Greedy,337.9767,
1000,8458710,-1.50998393,0.0003387727,0,15.6002793127,Intel Xeon Gold 6248,Greedy,332.8531,
1000,8598692,-1.48447336,0.0003378734,0,15.558867088,Intel Xeon Gold 6248,Greedy,334.8691,
1000,8767273,-1.53193322,0.0003382505,0,15.5762323164,Intel Xeon Gold 6248,Greedy,334.894,
1000,8924713,-1.49898758,0.0003373747,0,15.5359022526,Intel Xeon Gold 6248,Greedy,336.127,
1000,8991508,-1.48285567,0.0003373437,0,15.5344747212,Intel Xeon Gold 6248,Greedy,333.5468,
1000,9015879,-1.52526992,0.0003379846,0,15.5639877812,Intel Xeon Gold 6248,Greedy,334.8067,
1000,9067352,-1.50126519,0.0004000806,0,18.4234712761,Intel Xeon Gold 6248,Greedy,333.7379,
1000,9175173,-1.49619348,0.0003376223,0,15.5473040838,Intel Xeon Gold 6248,Greedy,333.1441,
1000,9181537,-1.49105391,0.0003389069,0,15.6064591421,Intel Xeon Gold 6248,Greedy,335.1947,
1000,9182308,-1.53307644,0.0004052915,0,18.6634300906,Intel Xeon Gold 6248,Greedy,338.9016,
1000,9335413,-1.52352593,0.0003384568,0,15.5857323075,Intel Xeon Gold 6248,Greedy,333.6512,
1000,9469999,-1.52561655,0.0003386307,0,15.593740298,Intel Xeon Gold 6248,Greedy,337.2018,
1000,9510406,-1.52769886,0.0003378804,0,15.5591894338,Intel Xeon Gold 6248,Greedy,335.9339,
1000,9516964,-1.4941637,0.0003385318,0,15.5891860124,Intel Xeon Gold 6248,Greedy,336.2354,
1000,9692062,-1.55448188,0.0003390391,0,15.6125468727,Intel Xeon Gold 6248,Greedy,337.0077,
1000,9721192,-1.52658149,0.0003371296,0,15.5246155448,Intel Xeon Gold 6248,Greedy,333.4465,
1000,9732497,-1.53848083,0.0003397479,0,15.6451866868,Intel Xeon Gold 6248,Greedy,336.9577,
1000,9807541,-1.51574229,0.0003370995,0,15.5232294579,Intel Xeon Gold 6248,Greedy,335.1597,
1000,10016117,-1.49073282,0.0003361848,0,15.4811080724,Intel Xeon Gold 6248,Greedy,335.1606,
1000,10289415,-1.52004948,0.0003334316,0,15.3543248664,Intel Xeon Gold 6248,Greedy,337.6148,
1000,10303962,-1.51958405,0.000335579,0,15.4532113464,Intel Xeon Gold 6248,Greedy,333.2424,
1000,10321011,-1.57868854,0.0003350245,0,15.4276769545,Intel Xeon Gold 6248,Greedy,336.82,
1000,10492586,-1.52298167,0.0003349998,0,15.4265395343,Intel Xeon Gold 6248,Greedy,336.7837,
1000,10617787,-1.49720813,0.0003342991,0,15.3942727203,Intel Xeon Gold 6248,Greedy,336.0239,
1000,10680741,-1.48307611,0.0003361734,0,15.4805831093,Intel Xeon Gold 6248,Greedy,336.2027,
1000,10752963,-1.55853575,0.0003350387,0,15.4283308559,Intel Xeon Gold 6248,Greedy,335.8141,
1000,10759243,-1.53089262,0.0003361636,0,15.4801318251,Intel Xeon Gold 6248,Greedy,338.9804,
1000,10785990,-1.52441947,0.0006718987,0,30.9405314827,Intel Xeon Gold 6248,Greedy,334.4561,
1000,10873220,-1.48661729,0.0003356417,0,15.4560986437,Intel Xeon Gold 6248,Greedy,334.8697,
1000,11037872,-1.52810618,0.0003377628,0,15.5537740244,Intel Xeon Gold 6248,Greedy,339.5255,
1000,11146941,-1.49198985,0.000337188,0,15.5273048297,Intel Xeon Gold 6248,Greedy,335.442,
1000,11182766,-1.52275535,0.000338488,0,15.5871690487,Intel Xeon Gold 6248,Greedy,337.3159,
1000,11251697,-1.53798899,0.0003357054,0,15.4590319904,Intel Xeon Gold 6248,Greedy,333.1773,
1000,11371769,-1.52152685,0.0003354602,0,15.4477406777,Intel Xeon Gold 6248,Greedy,336.3223,
1000,11402525,-1.52649685,0.0003368541,0,15.5119289353,Intel Xeon Gold 6248,Greedy,336.3379,
1000,11412292,-1.55483176,0.0003374053,0,15.5373113642,Intel Xeon Gold 6248,Greedy,336.6415,
1000,11503114,-1.52879502,0.0003389757,0,15.6096273407,Intel Xeon Gold 6248,Greedy,336.7067,
1000,11534681,-1.52028599,0.0003404874,0,15.6792402176,Intel Xeon Gold 6248,Greedy,336.1825,
1000,11605451,-1.51774906,0.0003392562,0,15.6225441972,Intel Xeon Gold 6248,Greedy,337.1002,
1000,11679033,-1.49960979,0.0003371085,0,15.5236439025,Intel Xeon Gold 6248,Greedy,332.9213,
1000,11777311,-1.51943583,0.0003348755,0,15.420815594,Intel Xeon Gold 6248,Greedy,332.6099,
1000,11802495,-1.51968198,0.0003386571,0,15.5949560021,Intel Xeon Gold 6248,Greedy,339.0231,
1000,11915411,-1.50841941,0.0003370149,0,15.5193336787,Intel Xeon Gold 6248,Greedy,334.432,
1000,11960737,-1.51906948,0.0003375271,0,15.542920181,Intel Xeon Gold 6248,Greedy,335.5226,
1000,12088959,-1.53112633,0.0003378497,0,15.5577757172,Intel Xeon Gold 6248,Greedy,336.8912,
1000,12238274,-1.498933,0.0004198573,0,19.33417643,Intel Xeon Gold 6248,Greedy,333.988,
1000,12476934,-1.52456292,0.0003373228,0,15.5335122887,Intel Xeon Gold 6248,Greedy,336.4703,
1000,12520071,-1.51250867,0.0003392993,0,15.6245289263,Intel Xeon Gold 6248,Greedy,335.5374,
1000,12531925,-1.5200398,0.0003354875,0,15.4489978263,Intel Xeon Gold 6248,Greedy,334.3496,
1000,12600313,-1.52940596,0.0003391473,0,15.6175294177,Intel Xeon Gold 6248,Greedy,335.7563,
1000,12876033,-1.52680037,0.0003376881,0,15.5503341343,Intel Xeon Gold 6248,Greedy,335.7866,
1000,12948253,-1.50893581,0.0003389667,0,15.6092128961,Intel Xeon Gold 6248,Greedy,336.8428,
1000,13046662,-1.55773159,0.0003387747,0,15.6003714115,Intel Xeon Gold 6248,Greedy,336.1648,
1000,13183385,-1.49043237,0.0003381365,0,15.5709826849,Intel Xeon Gold 6248,Greedy,336.8681,
1000,13232651,-1.47409823,0.0003382698,0,15.5771210698,Intel Xeon Gold 6248,Greedy,336.0683,
1000,13392517,-1.53320163,0.0003373704,0,15.5357042401,Intel Xeon Gold 6248,Greedy,336.3531,
1000,13414790,-1.55094144,0.0003360298,0,15.4739704155,Intel Xeon Gold 6248,Greedy,333.7605,
1000,13551483,-1.51264065,0.0003359263,0,15.4692043027,Intel Xeon Gold 6248,Greedy,334.0521,
1000,13753649,-1.51510272,0.000338021,0,15.5656639793,Intel Xeon Gold 6248,Greedy,338.503,
1000,13928994,-1.50035863,0.000337883,0,15.5593091622,Intel Xeon Gold 6248,Greedy,335.2446,
1000,14030140,-1.49811315,0.0003376426,0,15.5482388866,Intel Xeon Gold 6248,Greedy,333.783,
1000,14066739,-1.50803066,0.0003382149,0,15.5745929578,Intel Xeon Gold 6248,Greedy,335.1837,
1000,14106527,-1.5408561,0.0003391236,0,15.6164380469,Intel Xeon Gold 6248,Greedy,334.4507,
1000,14207659,-1.47878851,0.0003386369,0,15.5940258043,Intel Xeon Gold 6248,Greedy,336.3846,
1000,14230092,-1.52363251,0.0003384533,0,15.5855711346,Intel Xeon Gold 6248,Greedy,335.0366,
1000,14265803,-1.49930766,0.0003385612,0,15.5905398648,Intel Xeon Gold 6248,Greedy,336.4448,
1000,14280208,-1.52326083,0.0003363985,0,15.490948829,Intel Xeon Gold 6248,Greedy,335.3278,
1000,14441004,-1.52626389,0.0003385865,0,15.5917049146,Intel Xeon Gold 6248,Greedy,337.0235,
1000,14542852,-1.53398692,0.000338496,0,15.5875374439,Intel Xeon Gold 6248,Greedy,335.5807,
1000,14547212,-1.49259603,0.0003360941,0,15.4769313919,Intel Xeon Gold 6248,Greedy,334.1772,
1000,14550708,-1.50772707,0.0003382986,0,15.5784472925,Intel Xeon Gold 6248,Greedy,336.2944,
1000,14772102,-1.54767359,0.0003378691,0,15.5586690755,Intel Xeon Gold 6248,Greedy,336.201,
1000,15011482,-1.55897696,0.0003370196,0,15.5195501109,Intel Xeon Gold 6248,Greedy,335.0645,
1000,15037000,-1.52465636,0.0003364563,0,15.4936104843,Intel Xeon Gold 6248,Greedy,333.6688,
1000,15345480,-1.57278809,0.0003371222,0,15.5242747793,Intel Xeon Gold 6248,Greedy,336.7695,
