N,seed,min_energy,average_time,success_probability,TTS,hardware,program_name
800,1801912,-0.73041464,0.004165336,0.001,4.165336,Linux x86_64,Greedy
800,1801915,-0.73103994,0.004195591,0.001,4.195591,Linux x86_64,Greedy
800,1801918,-0.72609507,0.00412022,0.001,4.12022,Linux x86_64,Greedy
800,1801921,-0.72832612,0.00410255,0.001,4.10255,Linux x86_64,Greedy
800,1801924,-0.72252015,0.004135342,0.001,4.135342,Linux x86_64,Greedy
800,1801927,-0.72105229,0.004362148,0.001,4.362148,Linux x86_64,Greedy
800,1801930,-0.7197101,0.004177283,0.001,4.177283,Linux x86_64,Greedy
800,1801933,-0.71824309,0.004234924,0.001,4.234924,Linux x86_64,Greedy
800,1801936,-0.73175972,0.004171776,0.001,4.171776,Linux x86_64,Greedy
800,1801939,-0.73833419,0.004062145,0.001,4.062145,Linux x86_64,Greedy
800,1801942,-0.71681638,0.004069449,0.001,4.069449,Linux x86_64,Greedy
800,1801945,-0.71825902,0.004037232,0.001,4.037232,Linux x86_64,Greedy
800,1801948,-0.72189145,0.003973479,0.001,3.973479,Linux x86_64,Greedy
800,1801951,-0.72513876,0.004129736,0.001,4.129736,Linux x86_64,Greedy
800,1801954,-0.71432703,0.004264868,0.001,4.264868,Linux x86_64,Greedy
800,1801957,-0.72914425,0.004162498,0.001,4.162498,Linux x86_64,Greedy
800,1801960,-0.7221202,0.004268961,0.001,4.268961,Linux x86_64,Greedy
800,1801963,-0.72053041,0.004169981,0.001,4.169981,Linux x86_64,Greedy
800,1801966,-0.72709539,0.004437659,0.001,4.437659,Linux x86_64,Greedy
800,1801969,-0.71728679,0.004314321,0.001,4.314321,Linux x86_64,Greedy
800,1801972,-0.72298689,0.00433438,0.001,4.33438,Linux x86_64,Greedy
800,1801975,-0.72868145,0.00425742,0.001,4.25742,Linux x86_64,Greedy
800,1801978,-0.72168854,0.004355877,0.001,4.355877,Linux x86_64,Greedy
800,1801981,-0.73325223,0.004126892,0.001,4.126892,Linux x86_64,Greedy
800,1801984,-0.74336894,0.004342567,0.001,4.342567,Linux x86_64,Greedy
800,1801987,-0.72665544,0.004419848,0.001,4.419848,Linux x86_64,Greedy
800,1801990,-0.72958183,0.004438406,0.001,4.438406,Linux x86_64,Greedy
800,1801993,-0.72825486,0.004345479,0.001,4.345479,Linux x86_64,Greedy
800,1801996,-0.72674481,0.004375713,0.001,4.375713,Linux x86_64,Greedy
800,1801999,-0.72698884,0.004338169,0.001,4.338169,Linux x86_64,Greedy
800,1802002,-0.72101573,0.004203364,0.001,4.203364,Linux x86_64,Greedy
800,1802005,-0.72211631,0.004137824,0.001,4.137824,Linux x86_64,Greedy
800,1802008,-0.72132089,0.004563345,0.001,4.563345,Linux x86_64,Greedy
800,1802011,-0.72108621,0.004306136,0.001,4.306136,Linux x86_64,Greedy
800,1802014,-0.73299494,0.004376967,0.001,4.376967,Linux x86_64,Greedy
800,1802017,-0.72261314,0.004374548,0.001,4.374548,Linux x86_64,Greedy
800,1802020,-0.73721866,0.004316062,0.001,4.316062,Linux x86_64,Greedy
800,1802023,-0.71591211,0.00419472,0.001,4.19472,Linux x86_64,Greedy
800,1802026,-0.72717148,0.004345985,0.001,4.345985,Linux x86_64,Greedy
800,1802029,-0.72337372,0.004565358,0.001,4.565358,Linux x86_64,Greedy
1000,2001732,-0.71893244,0.006613672,0.001,6.613672,Linux x86_64,Greedy
1000,2001735,-0.71768663,0.006400657,0.001,6.400657,Linux x86_64,Greedy
1000,2001738,-0.72501752,0.00650398,0.001,6.50398,Linux x86_64,Greedy
1000,2001741,-0.72523857,0.006576934,0.001,6.576934,Linux x86_64,Greedy
1000,2001744,-0.71946296,0.00671867,0.001,6.71867,Linux x86_64,Greedy
1000,2001747,-0.71882842,0.006576764,0.001,6.576764,Linux x86_64,Greedy
1000,2001750,-0.7191975,0.006780321,0.001,6.780321,Linux x86_64,Greedy
1000,2001753,-0.71887932,0.006744091,0.001,6.744091,Linux x86_64,Greedy
1000,2001756,-0.7314204,0.006478887,0.001,6.478887,Linux x86_64,Greedy
1000,2001759,-0.71876577,0.006669663,0.001,6.669663,Linux x86_64,Greedy
1000,2001762,-0.7291212,0.006858306,0.001,6.858306,Linux x86_64,Greedy
1000,2001765,-0.71867077,0.006747705,0.001,6.747705,Linux x86_64,Greedy
1000,2001768,-0.7229679,0.006936922,0.001,6.936922,Linux x86_64,Greedy
1000,2001771,-0.72258331,0.00670358,0.001,6.70358,Linux x86_64,Greedy
1000,2001774,-0.72211916,0.006862259,0.001,6.862259,Linux x86_64,Greedy
1000,2001777,-0.72061107,0.006919581,0.001,6.919581,Linux x86_64,Greedy
1000,2001780,-0.72838864,0.006619771,0.001,6.619771,Linux x86_64,Greedy
1000,2001783,-0.71360543,0.006723428,0.001,6.723428,Linux x86_64,Greedy
1000,2001786,-0.726409,0.006648069,0.001,6.648069,Linux x86_64,Greedy
1000,2001789,-0.71699347,0.007146928,0.001,7.146928,Linux x86_64,Greedy
1000,2001792,-0.71442699,0.00676769,0.001,6.76769,Linux x86_64,Greedy
1000,2001795,-0.72548572,0.006752163,0.001,6.752163,Linux x86_64,Greedy
1000,2001798,-0.72125439,0.00682076,0.001,6.82076,Linux x86_64,Greedy
1000,2001801,-0.71509473,0.007035936,0.001,7.035936,Linux x86_64,Greedy
1000,2001804,-0.71783228,0.006854018,0.001,6.854018,Linux x86_64,Greedy
1000,2001807,-0.73119234,0.00679681,0.001,6.79681,Linux x86_64,Greedy
1000,2001810,-0.7247301,0.006971111,0.001,6.971111,Linux x86_64,Greedy
1000,2001813,-0.71806612,0.006778286,0.001,6.778286,Linux x86_64,Greedy
1000,2001816,-0.72482096,0.006743283,0.001,6.743283,Linux x86_64,Greedy
1000,2001819,-0.72752083,0.007248578,0.001,7.248578,Linux x86_64,Greedy
1000,2001822,-0.72227184,0.006976663,0.001,6.976663,Linux x86_64,Greedy
1000,2001825,-0.71805365,0.006805732,0.001,6.805732,Linux x86_64,Greedy
1000,2001828,-0.72132441,0.006840077,0.001,6.840077,Linux x86_64,Greedy
1000,2001831,-0.71609088,0.00678037,0.001,6.78037,Linux x86_64,Greedy
1000,2001834,-0.73357069,0.007016639,0.001,7.016639,Linux x86_64,Greedy
1000,2001837,-0.7269587,0.006903217,0.001,6.903217,Linux x86_64,Greedy
1000,2001840,-0.72327979,0.007219748,0.001,7.219748,Linux x86_64,Greedy
1000,2001843,-0.7222219,0.006995485,0.001,6.995485,Linux x86_64,Greedy
1000,2001846,-0.7225831,0.006948851,0.001,6.948851,Linux x86_64,Greedy
1000,2001849,-0.71827336,0.007265862,0.001,7.265862,Linux x86_64,Greedy
1000,2001852,-0.7293017,0.006944391,0.001,6.944391,Linux x86_64,Greedy
1000,2001855,-0.71696313,0.007000184,0.001,7.000184,Linux x86_64,Greedy
1000,2001858,-0.72620578,0.007377001,0.001,7.377001,Linux x86_64,Greedy
1000,2001861,-0.7279633,0.006992113,0.001,6.992113,Linux x86_64,Greedy
1000,2001864,-0.72436903,0.006863553,0.001,6.863553,Linux x86_64,Greedy
1000,2001867,-0.72621209,0.007082421,0.001,7.082421,Linux x86_64,Greedy
1000,2001870,-0.73670755,0.00711484,0.001,7.11484,Linux x86_64,Greedy
1000,2001873,-0.71487899,0.007159443,0.001,7.159443,Linux x86_64,Greedy
1000,2001876,-0.71733302,0.006956972,0.001,6.956972,Linux x86_64,Greedy
1000,2001879,-0.72348303,0.00695419,0.001,6.95419,Linux x86_64,Greedy
1000,2001882,-0.72055363,0.00692586,0.001,6.92586,Linux x86_64,Greedy
1000,2001885,-0.72959006,0.007091567,0.001,7.091567,Linux x86_64,Greedy
1000,2001888,-0.72454702,0.007326193,0.001,7.326193,Linux x86_64,Greedy
1000,2001891,-0.72135786,0.007212973,0.001,7.212973,Linux x86_64,Greedy
1000,2001894,-0.72701564,0.007116217,0.001,7.116217,Linux x86_64,Greedy
1000,2001897,-0.71878009,0.007454353,0.001,7.454353,Linux x86_64,Greedy
1000,2001900,-0.73660216,0.007088205,0.001,7.088205,Linux x86_64,Greedy
1000,2001903,-0.74050409,0.007453038,0.001,7.453038,Linux x86_64,Greedy
1000,2001906,-0.72846016,0.007278991,0.001,7.278991,Linux x86_64,Greedy
1000,2001909,-0.72318646,0.007233554,0.001,7.233554,Linux x86_64,Greedy
1000,2001912,-0.72182544,0.007416532,0.001,7.416532,Linux x86_64,Greedy
1000,2001915,-0.72218218,0.007646088,0.001,7.646088,Linux x86_64,Greedy
1000,2001918,-0.72017628,0.00711555,0.001,7.11555,Linux x86_64,Greedy
1000,2001921,-0.72348873,0.006941769,0.001,6.941769,Linux x86_64,Greedy
1000,2001924,-0.72003964,0.007143506,0.001,7.143506,Linux x86_64,Greedy
1000,2001927,-0.71965613,0.007391281,0.001,7.391281,Linux x86_64,Greedy
1000,2001930,-0.72093829,0.007505317,0.001,7.505317,Linux x86_64,Greedy
1000,2001933,-0.73612343,0.007416131,0.001,7.416131,Linux x86_64,Greedy
1000,2001936,-0.72763446,0.007512342,0.001,7.512342,Linux x86_64,Greedy
1000,2001939,-0.72785883,0.007262553,0.001,7.262553,Linux x86_64,Greedy
1000,2001942,-0.72644056,0.007542565,0.001,7.542565,Linux x86_64,Greedy
1000,2001945,-0.72303751,0.007542926,0.001,7.542926,Linux x86_64,Greedy
1000,2001948,-0.7237039,0.007360387,0.001,7.360387,Linux x86_64,Greedy
1000,2001951,-0.72142995,0.007030758,0.001,7.030758,Linux x86_64,Greedy
1000,2001954,-0.71779116,0.007482916,0.001,7.482916,Linux x86_64,Greedy
1000,2001957,-0.72752937,0.00740129,0.001,7.40129,Linux x86_64,Greedy
1000,2001960,-0.72227376,0.00725112,0.001,7.25112,Linux x86_64,Greedy
1000,2001963,-0.72474846,0.007635808,0.001,7.635808,Linux x86_64,Greedy
1000,2001966,-0.72740532,0.00751379,0.001,7.51379,Linux x86_64,Greedy
1000,2001969,-0.72796053,0.007416243,0.001,7.416243,Linux x86_64,Greedy
1000,2001972,-0.7240603,0.007509093,0.001,7.509093,Linux x86_64,Greedy
1000,2001975,-0.72137692,0.007102696,0.001,7.102696,Linux x86_64,Greedy
1000,2001978,-0.72161136,0.007571195,0.001,7.571195,Linux x86_64,Greedy
1000,2001981,-0.72918761,0.007631422,0.001,7.631422,Linux x86_64,Greedy
1000,2001984,-0.71722101,0.007266333,0.001,7.266333,Linux x86_64,Greedy
1000,2001987,-0.72633122,0.00741248,0.001,7.41248,Linux x86_64,Greedy
1000,2001990,-0.72795549,0.007485362,0.001,7.485362,Linux x86_64,Greedy
1000,2001993,-0.72884414,0.00733315,0.001,7.33315,Linux x86_64,Greedy
1000,2001996,-0.72271241,0.007281241,0.001,7.281241,Linux x86_64,Greedy
1000,2001999,-0.72686871,0.007760524,0.001,7.760524,Linux x86_64,Greedy
1000,2002002,-0.72310097,0.007226052,0.001,7.226052,Linux x86_64,Greedy
1000,2002005,-0.72140608,0.007659637,0.001,7.659637,Linux x86_64,Greedy
1000,2002008,-0.72265621,0.007454217,0.001,7.454217,Linux x86_64,Greedy
1000,2002011,-0.72588754,0.007566976,0.001,7.566976,Linux x86_64,Greedy
1000,2002014,-0.72744871,0.007839732,0.001,7.839732,Linux x86_64,Greedy
1000,2002017,-0.72178626,0.007440653,0.001,7.440653,Linux x86_64,Greedy
1000,2002020,-0.73070446,0.007735831,0.001,7.735831,Linux x86_64,Greedy
1000,2002023,-0.72960273,0.00751395,0.001,7.51395,Linux x86_64,Greedy
1000,2002026,-0.72303046,0.007940938,0.001,7.940938,Linux x86_64,Greedy
1000,2002029,-0.72318299,0.007965756,0.001,7.965756,Linux x86_64,Greedy
1200,2201732,-0.71818249,0.010694684,0.001,10.694684,Linux x86_64,Greedy
1200,2201735,-0.71931441,0.010546715,0.001,10.546715,Linux x86_64,Greedy
1200,2201738,-0.72214474,0.010089584,0.001,10.089584,Linux x86_64,Greedy
1200,2201741,-0.71480622,0.010129877,0.001,10.129877,Linux x86_64,Greedy
1200,2201744,-0.72512047,0.010845735,0.001,10.845735,Linux x86_64,Greedy
1200,2201747,-0.7187279,0.010187946,0.001,10.187946,Linux x86_64,Greedy
1200,2201750,-0.73275763,0.010607877,0.001,10.607877,Linux x86_64,Greedy
1200,2201753,-0.71769582,0.01085916,0.001,10.85916,Linux x86_64,Greedy
1200,2201756,-0.72310891,0.010185191,0.001,10.185191,Linux x86_64,Greedy
1200,2201759,-0.72123727,0.010391366,0.001,10.391366,Linux x86_64,Greedy
1200,2201762,-0.71876619,0.010296413,0.001,10.296413,Linux x86_64,Greedy
1200,2201765,-0.72288333,0.010408581,0.001,10.408581,Linux x86_64,Greedy
1200,2201768,-0.71933171,0.010304841,0.001,10.304841,Linux x86_64,Greedy
1200,2201771,-0.72117852,0.010444743,0.001,10.444743,Linux x86_64,Greedy
1200,2201774,-0.72366626,0.010451218,0.001,10.451218,Linux x86_64,Greedy
1200,2201777,-0.7207736,0.010803632,0.001,10.803632,Linux x86_64,Greedy
1200,2201780,-0.72689347,0.010689249,0.001,10.689249,Linux x86_64,Greedy
1200,2201783,-0.7172674,0.010429893,0.001,10.429893,Linux x86_64,Greedy
1200,2201786,-0.71998385,0.010954302,0.001,10.954302,Linux x86_64,Greedy
1200,2201789,-0.72936842,0.010788817,0.001,10.788817,Linux x86_64,Greedy
1200,2201792,-0.71889507,0.010592195,0.001,10.592195,Linux x86_64,Greedy
1200,2201795,-0.72338524,0.011028118,0.001,11.028118,Linux x86_64,Greedy
1200,2201798,-0.72689785,0.01089227,0.001,10.89227,Linux x86_64,Greedy
1200,2201801,-0.72109859,0.010640561,0.001,10.640561,Linux x86_64,Greedy
1200,2201804,-0.72154944,0.010712569,0.001,10.712569,Linux x86_64,Greedy
1200,2201807,-0.71790916,0.010835563,0.001,10.835563,Linux x86_64,Greedy
1200,2201810,-0.7249741,0.010778958,0.001,10.778958,Linux x86_64,Greedy
1200,2201813,-0.72500582,0.011053792,0.001,11.053792,Linux x86_64,Greedy
1200,2201816,-0.72583041,0.010924831,0.001,10.924831,Linux x86_64,Greedy
1200,2201819,-0.72197057,0.01123673,0.001,11.23673,Linux x86_64,Greedy
1200,2201822,-0.71553285,0.010841255,0.001,10.841255,Linux x86_64,Greedy
1200,2201825,-0.71863859,0.010981477,0.001,10.981477,Linux x86_64,Greedy
1200,2201828,-0.72769332,0.010750673,0.001,10.750673,Linux x86_64,Greedy
1200,2201831,-0.72498429,0.010748702,0.001,10.748702,Linux x86_64,Greedy
1200,2201834,-0.72289863,0.010702083,0.001,10.702083,Linux x86_64,Greedy
1200,2201837,-0.72347263,0.011089154,0.001,11.089154,Linux x86_64,Greedy
1200,2201840,-0.71819516,0.010834758,0.001,10.834758,Linux x86_64,Greedy
1200,2201843,-0.7198214,0.011084197,0.001,11.084197,Linux x86_64,Greedy
1200,2201846,-0.7219442,0.011165304,0.001,11.165304,Linux x86_64,Greedy
1200,2201849,-0.73130129,0.010974415,0.001,10.974415,Linux x86_64,Greedy
1200,2201852,-0.72250991,0.011020901,0.001,11.020901,Linux x86_64,Greedy
1200,2201855,-0.72776439,0.01123615,0.001,11.23615,Linux x86_64,Greedy
1200,2201858,-0.7180654,0.011425403,0.001,11.425403,Linux x86_64,Greedy
1200,2201861,-0.73193136,0.010709913,0.001,10.709913,Linux x86_64,Greedy
1200,2201864,-0.72189925,0.010579819,0.001,10.579819,Linux x86_64,Greedy
1200,2201867,-0.71579438,0.011493014,0.001,11.493014,Linux x86_64,Greedy
1200,2201870,-0.72517348,0.010902562,0.001,10.902562,Linux x86_64,Greedy
1200,2201873,-0.72094029,0.011264878,0.001,11.264878,Linux x86_64,Greedy
1200,2201876,-0.72170949,0.010946371,0.001,10.946371,Linux x86_64,Greedy
1200,2201879,-0.7257638,0.011126626,0.001,11.126626,Linux x86_64,Greedy
1200,2201882,-0.73268806,0.011159326,0.001,11.159326,Linux x86_64,Greedy
1200,2201885,-0.72137956,0.010879654,0.001,10.879654,Linux x86_64,Greedy
1200,2201888,-0.7208626,0.011166601,0.001,11.166601,Linux x86_64,Greedy
1200,2201891,-0.72561087,0.010968433,0.001,10.968433,Linux x86_64,Greedy
1200,2201894,-0.71544813,0.01113874,0.001,11.13874,Linux x86_64,Greedy
1200,2201897,-0.71558356,0.011682189,0.001,11.682189,Linux x86_64,Greedy
1200,2201900,-0.71866808,0.010974566,0.001,10.974566,Linux x86_64,Greedy
1200,2201903,-0.71888875,0.010707446,0.001,10.707446,Linux x86_64,Greedy
1200,2201906,-0.72283726,0.011193599,0.001,11.193599,Linux x86_64,Greedy
1200,2201909,-0.72478052,0.011267853,0.001,11.267853,Linux x86_64,Greedy
1200,2201912,-0.72255226,0.011317024,0.001,11.317024,Linux x86_64,Greedy
1200,2201915,-0.7143439,0.011175275,0.001,11.175275,Linux x86_64,Greedy
1200,2201918,-0.71813138,0.011034439,0.001,11.034439,Linux x86_64,Greedy
1200,2201921,-0.73176757,0.011088872,0.001,11.088872,Linux x86_64,Greedy
1200,2201924,-0.72615694,0.011367479,0.001,11.367479,Linux x86_64,Greedy
1200,2201927,-0.7233181,0.01144614,0.001,11.44614,Linux x86_64,Greedy
1200,2201930,-0.72516313,0.01156154,0.001,11.56154,Linux x86_64,Greedy
1200,2201933,-0.71540609,0.011253139,0.001,11.253139,Linux x86_64,Greedy
1200,2201936,-0.72127226,0.011510099,0.001,11.510099,Linux x86_64,Greedy
1200,2201939,-0.72151168,0.011217884,0.001,11.217884,Linux x86_64,Greedy
1200,2201942,-0.72496566,0.011548027,0.001,11.548027,Linux x86_64,Greedy
1200,2201945,-0.72557634,0.011301864,0.001,11.301864,Linux x86_64,Greedy
1200,2201948,-0.71879276,0.01107369,0.001,11.07369,Linux x86_64,Greedy
1200,2201951,-0.72306055,0.011133109,0.001,11.133109,Linux x86_64,Greedy
1200,2201954,-0.71765752,0.011518667,0.001,11.518667,Linux x86_64,Greedy
1200,2201957,-0.71773149,0.01168573,0.001,11.68573,Linux x86_64,Greedy
1200,2201960,-0.71786927,0.011202568,0.001,11.202568,Linux x86_64,Greedy
1200,2201963,-0.71923581,0.011382671,0.001,11.382671,Linux x86_64,Greedy
1200,2201966,-0.71862609,0.01096297,0.001,10.96297,Linux x86_64,Greedy
1200,2201969,-0.72313676,0.011598659,0.001,11.598659,Linux x86_64,Greedy
1200,2201972,-0.71805406,0.011258943,0.001,11.258943,Linux x86_64,Greedy
1200,2201975,-0.73308579,0.011325023,0.001,11.325023,Linux x86_64,Greedy
1200,2201978,-0.72742779,0.010971625,0.001,10.971625,Linux x86_64,Greedy
1200,2201981,-0.71797865,0.011385807,0.001,11.385807,Linux x86_64,Greedy
1200,2201984,-0.72024283,0.011432831,0.001,11.432831,Linux x86_64,Greedy
1200,2201987,-0.72036341,0.011050225,0.001,11.050225,Linux x86_64,Greedy
1200,2201990,-0.72357295,0.010952453,0.001,10.952453,Linux x86_64,Greedy
1200,2201993,-0.72524756,0.011110551,0.001,11.110551,Linux x86_64,Greedy
1200,2201996,-0.71936976,0.011186118,0.001,11.186118,Linux x86_64,Greedy
1200,2201999,-0.72129909,0.011727304,0.001,11.727304,Linux x86_64,Greedy
1200,2202002,-0.72321431,0.011241293,0.001,11.241293,Linux x86_64,Greedy
1200,2202005,-0.72006067,0.01105193,0.001,11.05193,Linux x86_64,Greedy
1200,2202008,-0.72273225,0.01100554,0.001,11.00554,Linux x86_64,Greedy
1200,2202011,-0.72170957,0.011099341,0.001,11.099341,Linux x86_64,Greedy
1200,2202014,-0.71625885,0.01135587,0.001,11.35587,Linux x86_64,Greedy
1200,2202017,-0.72269686,0.011452684,0.001,11.452684,Linux x86_64,Greedy
1200,2202020,-0.71621859,0.011328177,0.001,11.328177,Linux x86_64,Greedy
1200,2202023,-0.7222181,0.011133385,0.001,11.133385,Linux x86_64,Greedy
1200,2202026,-0.73577912,0.011264836,0.001,11.264836,Linux x86_64,Greedy
1200,2202029,-0.72844035,0.011199111,0.001,11.199111,Linux x86_64,Greedy
1400,2401732,-0.72119042,0.0142764,0.001,14.2764,Linux x86_64,Greedy
1400,2401735,-0.71616074,0.014618295,0.001,14.618295,Linux x86_64,Greedy
1400,2401738,-0.718034,0.014807653,0.001,14.807653,Linux x86_64,Greedy
1400,2401741,-0.72312723,0.014551507,0.001,14.551507,Linux x86_64,Greedy
1400,2401744,-0.71799636,0.014609237,0.001,14.609237,Linux x86_64,Greedy
1400,2401747,-0.71377166,0.014489149,0.001,14.489149,Linux x86_64,Greedy
1400,2401750,-0.72178534,0.014704649,0.001,14.704649,Linux x86_64,Greedy
1400,2401753,-0.71941252,0.014574479,0.001,14.574479,Linux x86_64,Greedy
1400,2401756,-0.71653965,0.014364461,0.001,14.364461,Linux x86_64,Greedy
1400,2401759,-0.72037429,0.014586517,0.001,14.586517,Linux x86_64,Greedy
1400,2401762,-0.72553354,0.014679548,0.001,14.679548,Linux x86_64,Greedy
1400,2401765,-0.71961579,0.014758884,0.001,14.758884,Linux x86_64,Greedy
1400,2401768,-0.71662032,0.014306515,0.001,14.306515,Linux x86_64,Greedy
1400,2401771,-0.71810072,0.014481839,0.001,14.481839,Linux x86_64,Greedy
1400,2401774,-0.71704246,0.014727786,0.001,14.727786,Linux x86_64,Greedy
1400,2401777,-0.71511421,0.014667957,0.001,14.667957,Linux x86_64,Greedy
1400,2401780,-0.72001969,0.01508608,0.001,15.08608,Linux x86_64,Greedy
1400,2401783,-0.72506204,0.014581728,0.001,14.581728,Linux x86_64,Greedy
1400,2401786,-0.72779823,0.014755637,0.001,14.755637,Linux x86_64,Greedy
1400,2401789,-0.7175608,0.014616549,0.001,14.616549,Linux x86_64,Greedy
1400,2401792,-0.7140381,0.014158422,0.001,14.158422,Linux x86_64,Greedy
1400,2401795,-0.72092293,0.014468103,0.001,14.468103,Linux x86_64,Greedy
1400,2401798,-0.71944406,0.014496947,0.001,14.496947,Linux x86_64,Greedy
1400,2401801,-0.71743928,0.0143106,0.001,14.3106,Linux x86_64,Greedy
1400,2401804,-0.72694137,0.014130729,0.001,14.130729,Linux x86_64,Greedy
1400,2401807,-0.72609871,0.01443572,0.001,14.43572,Linux x86_64,Greedy
1400,2401810,-0.72229457,0.014607607,0.001,14.607607,Linux x86_64,Greedy
1400,2401813,-0.7185745,0.014499017,0.001,14.499017,Linux x86_64,Greedy
1400,2401816,-0.71934125,0.014311353,0.001,14.311353,Linux x86_64,Greedy
1400,2401819,-0.72002719,0.013968422,0.001,13.968422,Linux x86_64,Greedy
1400,2401822,-0.7207667,0.014905731,0.001,14.905731,Linux x86_64,Greedy
1400,2401825,-0.72592278,0.014844015,0.001,14.844015,Linux x86_64,Greedy
1400,2401828,-0.72135113,0.014614094,0.001,14.614094,Linux x86_64,Greedy
1400,2401831,-0.72521897,0.01465229,0.001,14.65229,Linux x86_64,Greedy
1400,2401834,-0.72486725,0.01469022,0.001,14.69022,Linux x86_64,Greedy
1400,2401837,-0.72285435,0.014816782,0.001,14.816782,Linux x86_64,Greedy
1400,2401840,-0.7141913,0.014795136,0.001,14.795136,Linux x86_64,Greedy
1400,2401843,-0.72350882,0.014245177,0.001,14.245177,Linux x86_64,Greedy
1400,2401846,-0.71714742,0.014242105,0.001,14.242105,Linux x86_64,Greedy
1400,2401849,-0.71981473,0.014330325,0.001,14.330325,Linux x86_64,Greedy
1400,2401852,-0.72292979,0.014507189,0.001,14.507189,Linux x86_64,Greedy
1400,2401855,-0.72002747,0.014155724,0.001,14.155724,Linux x86_64,Greedy
1400,2401858,-0.71914439,0.014443722,0.001,14.443722,Linux x86_64,Greedy
1400,2401861,-0.72007112,0.014808325,0.001,14.808325,Linux x86_64,Greedy
1400,2401864,-0.73279004,0.014364507,0.001,14.364507,Linux x86_64,Greedy
1400,2401867,-0.71973677,0.014611499,0.001,14.611499,Linux x86_64,Greedy
1400,2401870,-0.7186453,0.014605484,0.001,14.605484,Linux x86_64,Greedy
1400,2401873,-0.71856901,0.014682382,0.001,14.682382,Linux x86_64,Greedy
1400,2401876,-0.72154299,0.014618438,0.001,14.618438,Linux x86_64,Greedy
1400,2401879,-0.72768086,0.014145748,0.001,14.145748,Linux x86_64,Greedy
1400,2401882,-0.72330028,0.014449638,0.001,14.449638,Linux x86_64,Greedy
1400,2401885,-0.7234407,0.014514304,0.001,14.514304,Linux x86_64,Greedy
1400,2401888,-0.71438235,0.01451666,0.001,14.51666,Linux x86_64,Greedy
1400,2401891,-0.71783359,0.014515301,0.001,14.515301,Linux x86_64,Greedy
1400,2401894,-0.72654746,0.014662481,0.001,14.662481,Linux x86_64,Greedy
1400,2401897,-0.72370895,0.013818804,0.001,13.818804,Linux x86_64,Greedy
1400,2401900,-0.72411945,0.014203146,0.001,14.203146,Linux x86_64,Greedy
1400,2401903,-0.72119867,0.014673521,0.001,14.673521,Linux x86_64,Greedy
1400,2401906,-0.72193599,0.014143746,0.001,14.143746,Linux x86_64,Greedy
1400,2401909,-0.72001568,0.01437863,0.001,14.37863,Linux x86_64,Greedy
1400,2401912,-0.72244887,0.014086844,0.001,14.086844,Linux x86_64,Greedy
1400,2401915,-0.72316976,0.014355929,0.001,14.355929,Linux x86_64,Greedy
1400,2401918,-0.72132609,0.015137145,0.001,15.137145,Linux x86_64,Greedy
1400,2401921,-0.72386675,0.014302132,0.001,14.302132,Linux x86_64,Greedy
1400,2401924,-0.72484804,0.014444615,0.001,14.444615,Linux x86_64,Greedy
1400,2401927,-0.72901504,0.014171386,0.001,14.171386,Linux x86_64,Greedy
1400,2401930,-0.72956806,0.014741094,0.001,14.741094,Linux x86_64,Greedy
1400,2401933,-0.72252139,0.014511932,0.001,14.511932,Linux x86_64,Greedy
1400,2401936,-0.7238597,0.01467607,0.001,14.67607,Linux x86_64,Greedy
1400,2401939,-0.72264773,0.01449377,0.001,14.49377,Linux x86_64,Greedy
1400,2401942,-0.71848589,0.015089362,0.001,15.089362,Linux x86_64,Greedy
1400,2401945,-0.71705984,0.014324346,0.001,14.324346,Linux x86_64,Greedy
1400,2401948,-0.72188262,0.014797467,0.001,14.797467,Linux x86_64,Greedy
1400,2401951,-0.72588854,0.014468437,0.001,14.468437,Linux x86_64,Greedy
1400,2401954,-0.72666036,0.014425341,0.001,14.425341,Linux x86_64,Greedy
1400,2401957,-0.71836535,0.014361751,0.001,14.361751,Linux x86_64,Greedy
1400,2401960,-0.723651,0.014722534,0.001,14.722534,Linux x86_64,Greedy
1400,2401963,-0.71963347,0.014566219,0.001,14.566219,Linux x86_64,Greedy
1400,2401966,-0.72909701,0.014202762,0.001,14.202762,Linux x86_64,Greedy
1400,2401969,-0.72647421,0.014496362,0.001,14.496362,Linux x86_64,Greedy
1400,2401972,-0.71869374,0.01447236,0.001,14.47236,Linux x86_64,Greedy
1400,2401975,-0.72252799,0.014616598,0.001,14.616598,Linux x86_64,Greedy
1400,2401978,-0.7225555,0.014099488,0.001,14.099488,Linux x86_64,Greedy
1400,2401981,-0.7189802,0.014791448,0.001,14.791448,Linux x86_64,Greedy
1400,2401984,-0.71592014,0.015152351,0.001,15.152351,Linux x86_64,Greedy
1400,2401987,-0.72522027,0.014429421,0.001,14.429421,Linux x86_64,Greedy
1400,2401990,-0.7261954,0.014533192,0.001,14.533192,Linux x86_64,Greedy
1400,2401993,-0.71993114,0.014846388,0.001,14.846388,Linux x86_64,Greedy
1400,2401996,-0.71999293,0.014147729,0.001,14.147729,Linux x86_64,Greedy
1400,2401999,-0.72890434,0.014741283,0.001,14.741283,Linux x86_64,Greedy
1400,2402002,-0.71875252,0.014649336,0.001,14.649336,Linux x86_64,Greedy
1400,2402005,-0.72144245,0.014306596,0.001,14.306596,Linux x86_64,Greedy
1400,2402008,-0.71749357,0.014634567,0.001,14.634567,Linux x86_64,Greedy
