N,seed,min_energy,average_time,success_probability,TTS,hardware,program_name
1000,2001858,-0.72741845,0.00693283,0.001,6.93283,Linux x86_64,Random
1000,2001861,-0.73687321,0.007022782,0.001,7.022782,Linux x86_64,Random
1000,2001864,-0.72432779,0.007004405,0.001,7.004405,Linux x86_64,Random
1000,2001867,-0.72269798,0.007241823,0.001,7.241823,Linux x86_64,Random
1000,2001870,-0.73160508,0.007010748,0.001,7.010748,Linux x86_64,Random
1000,2001873,-0.7197164,0.006608181,0.001,6.608181,Linux x86_64,Random
1000,2001876,-0.73448309,0.006829968,0.001,6.829968,Linux x86_64,Random
1000,2001879,-0.72576612,0.006696869,0.001,6.696869,Linux x86_64,Random
1000,2001882,-0.72666846,0.006855293,0.001,6.855293,Linux x86_64,Random
1000,2001885,-0.72411784,0.006894869,0.001,6.894869,Linux x86_64,Random
1000,2001888,-0.72891813,0.007135583,0.001,7.135583,Linux x86_64,Random
1000,2001891,-0.73445338,0.006850444,0.001,6.850444,Linux x86_64,Random
1000,2001894,-0.72580883,0.007103476,0.001,7.103476,Linux x86_64,Random
1000,2001897,-0.73045066,0.006986871,0.001,6.986871,Linux x86_64,Random
1000,2001900,-0.72895227,0.007025292,0.001,7.025292,Linux x86_64,Random
1000,2001903,-0.72704587,0.006896598,0.001,6.896598,Linux x86_64,Random
1000,2001906,-0.73497145,0.006534113,0.001,6.534113,Linux x86_64,Random
1000,2001909,-0.73630351,0.006441529,0.001,6.441529,Linux x86_64,Random
1000,2001912,-0.72649657,0.006976332,0.001,6.976332,Linux x86_64,Random
1000,2001915,-0.7303867,0.006893803,0.001,6.893803,Linux x86_64,Random
1000,2001918,-0.72323922,0.006697428,0.001,6.697428,Linux x86_64,Random
1000,2001921,-0.72850015,0.006654463,0.001,6.654463,Linux x86_64,Random
1000,2001924,-0.72823848,0.006539435,0.001,6.539435,Linux x86_64,Random
1000,2001927,-0.72531279,0.006648445,0.001,6.648445,Linux x86_64,Random
1000,2001930,-0.73068499,0.007008465,0.001,7.008465,Linux x86_64,Random
1000,2001933,-0.7370616,0.006830938,0.001,6.830938,Linux x86_64,Random
1000,2001936,-0.7279375,0.006759293,0.001,6.759293,Linux x86_64,Random
1000,2001939,-0.72242772,0.006873978,0.001,6.873978,Linux x86_64,Random
1000,2001942,-0.73704547,0.006805616,0.001,6.805616,Linux x86_64,Random
1000,2001945,-0.73244725,0.007060868,0.001,7.060868,Linux x86_64,Random
1000,2001948,-0.72583044,0.006776696,0.001,6.776696,Linux x86_64,Random
1000,2001951,-0.73005168,0.006677864,0.001,6.677864,Linux x86_64,Random
1000,2001954,-0.73013697,0.006774911,0.001,6.774911,Linux x86_64,Random
1000,2001957,-0.72823319,0.007188262,0.001,7.188262,Linux x86_64,Random
1000,2001960,-0.72685857,0.007123547,0.001,7.123547,Linux x86_64,Random
1000,2001963,-0.73068459,0.007026195,0.001,7.026195,Linux x86_64,Random
1000,2001966,-0.72500626,0.007113176,0.001,7.113176,Linux x86_64,Random
1000,2001969,-0.72547545,0.006826351,0.001,6.826351,Linux x86_64,Random
1000,2001972,-0.72751705,0.006804166,0.001,6.804166,Linux x86_64,Random
1000,2001975,-0.72148232,0.006586897,0.001,6.586897,Linux x86_64,Random
1000,2001978,-0.72634389,0.006815674,0.001,6.815674,Linux x86_64,Random
1000,2001981,-0.72910123,0.006787101,0.001,6.787101,Linux x86_64,Random
1000,2001984,-0.72620127,0.006725258,0.001,6.725258,Linux x86_64,Random
1000,2001987,-0.73032639,0.006776572,0.001,6.776572,Linux x86_64,Random
1000,2001990,-0.72402025,0.006553113,0.001,6.553113,Linux x86_64,Random
1000,2001993,-0.73194155,0.006900752,0.001,6.900752,Linux x86_64,Random
1000,2001996,-0.72179379,0.007011288,0.001,7.011288,Linux x86_64,Random
1000,2001999,-0.7254508,0.006697658,0.001,6.697658,Linux x86_64,Random
1000,2002002,-0.72883516,0.00667613,0.001,6.67613,Linux x86_64,Random
1000,2002005,-0.72262333,0.006653736,0.001,6.653736,Linux x86_64,Random
1000,2002008,-0.72737981,0.006718907,0.001,6.718907,Linux x86_64,Random
1000,2002011,-0.73474209,0.006752861,0.001,6.752861,Linux x86_64,Random
1000,2002014,-0.74245103,0.006850928,0.001,6.850928,Linux x86_64,Random
1000,2002017,-0.73065251,0.006697555,0.001,6.697555,Linux x86_64,Random
1000,2002020,-0.72338776,0.006956407,0.001,6.956407,Linux x86_64,Random
1000,2002023,-0.7221897,0.006640698,0.001,6.640698,Linux x86_64,Random
1000,2002026,-0.72783451,0.006933198,0.001,6.933198,Linux x86_64,Random
1000,2002029,-0.73592254,0.00684909,0.001,6.84909,Linux x86_64,Random
1200,2201732,-0.72481717,0.009720286,0.001,9.720286,Linux x86_64,Random
1200,2201735,-0.72457104,0.009770251,0.001,9.770251,Linux x86_64,Random
1200,2201738,-0.72526743,0.009579353,0.001,9.579353,Linux x86_64,Random
1200,2201741,-0.72161095,0.00935004,0.001,9.35004,Linux x86_64,Random
1200,2201744,-0.7246825,0.009508501,0.001,9.508501,Linux x86_64,Random
1200,2201747,-0.72212508,0.009429393,0.001,9.429393,Linux x86_64,Random
1200,2201750,-0.72850246,0.009497476,0.001,9.497476,Linux x86_64,Random
1200,2201753,-0.7267099,0.009444497,0.001,9.444497,Linux x86_64,Random
1200,2201756,-0.72801605,0.009413444,0.001,9.413444,Linux x86_64,Random
1200,2201759,-0.72679359,0.009406587,0.001,9.406587,Linux x86_64,Random
1200,2201762,-0.72380353,0.009571431,0.001,9.571431,Linux x86_64,Random
1200,2201765,-0.74868151,0.009317344,0.001,9.317344,Linux x86_64,Random
1200,2201768,-0.73331991,0.00998549,0.001,9.98549,Linux x86_64,Random
1200,2201771,-0.72390828,0.009451762,0.001,9.451762,Linux x86_64,Random
1200,2201774,-0.72011771,0.009565081,0.001,9.565081,Linux x86_64,Random
1200,2201777,-0.72518698,0.009551183,0.001,9.551183,Linux x86_64,Random
1200,2201780,-0.72135608,0.009596143,0.001,9.596143,Linux x86_64,Random
1200,2201783,-0.72758334,0.009513855,0.001,9.513855,Linux x86_64,Random
1200,2201786,-0.72847879,0.009583641,0.001,9.583641,Linux x86_64,Random
1200,2201789,-0.72334975,0.009365488,0.001,9.365488,Linux x86_64,Random
1200,2201792,-0.72768541,0.009334625,0.001,9.334625,Linux x86_64,Random
1200,2201795,-0.72753214,0.009423455,0.001,9.423455,Linux x86_64,Random
1200,2201798,-0.73264258,0.00957416,0.001,9.57416,Linux x86_64,Random
1200,2201801,-0.72577634,0.009717937,0.001,9.717937,Linux x86_64,Random
1200,2201804,-0.7203396,0.009627227,0.001,9.627227,Linux x86_64,Random
1200,2201807,-0.72228072,0.009354148,0.001,9.354148,Linux x86_64,Random
1200,2201810,-0.72402241,0.009441763,0.001,9.441763,Linux x86_64,Random
1200,2201813,-0.72452861,0.009527083,0.001,9.527083,Linux x86_64,Random
1200,2201816,-0.72450641,0.009713606,0.001,9.713606,Linux x86_64,Random
1200,2201819,-0.72241617,0.009415301,0.001,9.415301,Linux x86_64,Random
1200,2201822,-0.72606608,0.009629962,0.001,9.629962,Linux x86_64,Random
1200,2201825,-0.7247513,0.009351664,0.001,9.351664,Linux x86_64,Random
1200,2201828,-0.7250897,0.009592816,0.001,9.592816,Linux x86_64,Random
1200,2201831,-0.72992074,0.009499606,0.001,9.499606,Linux x86_64,Random
1200,2201834,-0.72038793,0.009415441,0.001,9.415441,Linux x86_64,Random
1200,2201837,-0.726613,0.009354158,0.001,9.354158,Linux x86_64,Random
1200,2201840,-0.72074608,0.009440177,0.001,9.440177,Linux x86_64,Random
1200,2201843,-0.72866958,0.009366354,0.001,9.366354,Linux x86_64,Random
1200,2201846,-0.73186086,0.009311797,0.001,9.311797,Linux x86_64,Random
1200,2201849,-0.72491906,0.009661473,0.001,9.661473,Linux x86_64,Random
1200,2201852,-0.72771639,0.009257433,0.001,9.257433,Linux x86_64,Random
1200,2201855,-0.7322456,0.009387518,0.001,9.387518,Linux x86_64,Random
1200,2201858,-0.72346511,0.009325112,0.001,9.325112,Linux x86_64,Random
1200,2201861,-0.73237532,0.009522618,0.001,9.522618,Linux x86_64,Random
1200,2201864,-0.72821195,0.009750402,0.001,9.750402,Linux x86_64,Random
1200,2201867,-0.73050001,0.009121842,0.001,9.121842,Linux x86_64,Random
1200,2201870,-0.72583115,0.009594963,0.001,9.594963,Linux x86_64,Random
1200,2201873,-0.7279727,0.009163296,0.001,9.163296,Linux x86_64,Random
1200,2201876,-0.72920461,0.009317996,0.001,9.317996,Linux x86_64,Random
1200,2201879,-0.73639533,0.009564939,0.001,9.564939,Linux x86_64,Random
1200,2201882,-0.72594096,0.009587668,0.001,9.587668,Linux x86_64,Random
1200,2201885,-0.72525618,0.009557892,0.001,9.557892,Linux x86_64,Random
1200,2201888,-0.72751835,0.009391344,0.001,9.391344,Linux x86_64,Random
1200,2201891,-0.73312864,0.009605053,0.001,9.605053,Linux x86_64,Random
1200,2201894,-0.7182785,0.009480922,0.001,9.480922,Linux x86_64,Random
1200,2201897,-0.71942854,0.009517132,0.001,9.517132,Linux x86_64,Random
1200,2201900,-0.71850471,0.009288707,0.001,9.288707,Linux x86_64,Random
1200,2201903,-0.72596024,0.009424122,0.001,9.424122,Linux x86_64,Random
1200,2201906,-0.72689625,0.00917346,0.001,9.17346,Linux x86_64,Random
1200,2201909,-0.72743784,0.009551287,0.001,9.551287,Linux x86_64,Random
1200,2201912,-0.72308191,0.009486543,0.001,9.486543,Linux x86_64,Random
1200,2201915,-0.72937951,0.009333623,0.001,9.333623,Linux x86_64,Random
1200,2201918,-0.72368355,0.009643265,0.001,9.643265,Linux x86_64,Random
1200,2201921,-0.72946985,0.009575704,0.001,9.575704,Linux x86_64,Random
1200,2201924,-0.73029565,0.009448938,0.001,9.448938,Linux x86_64,Random
1200,2201927,-0.72424997,0.009700579,0.001,9.700579,Linux x86_64,Random
1200,2201930,-0.73070841,0.009384263,0.001,9.384263,Linux x86_64,Random
1200,2201933,-0.72896978,0.0093918,0.001,9.3918,Linux x86_64,Random
1200,2201936,-0.72756879,0.0096463,0.001,9.6463,Linux x86_64,Random
1200,2201939,-0.72310593,0.009461075,0.001,9.461075,Linux x86_64,Random
1200,2201942,-0.72753457,0.009339559,0.001,9.339559,Linux x86_64,Random
1200,2201945,-0.72627933,0.009538067,0.001,9.538067,Linux x86_64,Random
1200,2201948,-0.7278147,0.009381199,0.001,9.381199,Linux x86_64,Random
1200,2201951,-0.72506564,0.009690761,0.001,9.690761,Linux x86_64,Random
1200,2201954,-0.7369099,0.009358707,0.001,9.358707,Linux x86_64,Random
1200,2201957,-0.72899896,0.009596851,0.001,9.596851,Linux x86_64,Random
1200,2201960,-0.71579898,0.009274609,0.001,9.274609,Linux x86_64,Random
1200,2201963,-0.72292242,0.009582742,0.001,9.582742,Linux x86_64,Random
1200,2201966,-0.7293579,0.009422399,0.001,9.422399,Linux x86_64,Random
1200,2201969,-0.73014988,0.009409195,0.001,9.409195,Linux x86_64,Random
1200,2201972,-0.72966086,0.009433204,0.001,9.433204,Linux x86_64,Random
1200,2201975,-0.7315797,0.009145378,0.001,9.145378,Linux x86_64,Random
1200,2201978,-0.72028338,0.009116768,0.001,9.116768,Linux x86_64,Random
1200,2201981,-0.7244346,0.009638047,0.001,9.638047,Linux x86_64,Random
1200,2201984,-0.72827954,0.009497848,0.001,9.497848,Linux x86_64,Random
1200,2201987,-0.72818188,0.0093516,0.001,9.3516,Linux x86_64,Random
1200,2201990,-0.72829962,0.009238315,0.001,9.238315,Linux x86_64,Random
1200,2201993,-0.72281109,0.009609011,0.001,9.609011,Linux x86_64,Random
1200,2201996,-0.72255347,0.009690435,0.001,9.690435,Linux x86_64,Random
1200,2201999,-0.72950571,0.009356433,0.001,9.356433,Linux x86_64,Random
1200,2202002,-0.7212279,0.009406332,0.001,9.406332,Linux x86_64,Random
1200,2202005,-0.72349555,0.009372333,0.001,9.372333,Linux x86_64,Random
1200,2202008,-0.71694827,0.009429638,0.001,9.429638,Linux x86_64,Random
1200,2202011,-0.74348512,0.009501235,0.001,9.501235,Linux x86_64,Random
1200,2202014,-0.72727338,0.009457574,0.001,9.457574,Linux x86_64,Random
1200,2202017,-0.72894341,0.009392803,0.001,9.392803,Linux x86_64,Random
1200,2202020,-0.7203308,0.009649766,0.001,9.649766,Linux x86_64,Random
1200,2202023,-0.72250331,0.009601625,0.001,9.601625,Linux x86_64,Random
1200,2202026,-0.73028041,0.009701257,0.001,9.701257,Linux x86_64,Random
1200,2202029,-0.72795975,0.009460317,0.001,9.460317,Linux x86_64,Random
1400,2401732,-0.72388483,0.012526295,0.001,12.526295,Linux x86_64,Random
1400,2401735,-0.72466669,0.012670633,0.001,12.670633,Linux x86_64,Random
1400,2401738,-0.72681609,0.012798361,0.001,12.798361,Linux x86_64,Random
1400,2401741,-0.72617844,0.01254018,0.001,12.54018,Linux x86_64,Random
1400,2401744,-0.72338045,0.012449078,0.001,12.449078,Linux x86_64,Random
1400,2401747,-0.72593137,0.01238855,0.001,12.38855,Linux x86_64,Random
1400,2401750,-0.72836805,0.012293153,0.001,12.293153,Linux x86_64,Random
1400,2401753,-0.72911362,0.012422104,0.001,12.422104,Linux x86_64,Random
1400,2401756,-0.72095051,0.01241196,0.001,12.41196,Linux x86_64,Random
1400,2401759,-0.72317646,0.012375699,0.001,12.375699,Linux x86_64,Random
1400,2401762,-0.72171185,0.012365863,0.001,12.365863,Linux x86_64,Random
1400,2401765,-0.72517246,0.01260483,0.001,12.60483,Linux x86_64,Random
1400,2401768,-0.72279204,0.012359847,0.001,12.359847,Linux x86_64,Random
1400,2401771,-0.72437348,0.012642064,0.001,12.642064,Linux x86_64,Random
1400,2401774,-0.72209418,0.012827598,0.001,12.827598,Linux x86_64,Random
1400,2401777,-0.72150269,0.012726032,0.001,12.726032,Linux x86_64,Random
1400,2401780,-0.7222787,0.01260931,0.001,12.60931,Linux x86_64,Random
1400,2401783,-0.72342858,0.012815647,0.001,12.815647,Linux x86_64,Random
1400,2401786,-0.72669552,0.013045058,0.001,13.045058,Linux x86_64,Random
1400,2401789,-0.7283669,0.012500679,0.001,12.500679,Linux x86_64,Random
1400,2401792,-0.72421632,0.012667843,0.001,12.667843,Linux x86_64,Random
1400,2401795,-0.72185281,0.012405239,0.001,12.405239,Linux x86_64,Random
1400,2401798,-0.72541441,0.012644438,0.001,12.644438,Linux x86_64,Random
1400,2401801,-0.73236524,0.012504936,0.001,12.504936,Linux x86_64,Random
1400,2401804,-0.72369114,0.012613245,0.001,12.613245,Linux x86_64,Random
1400,2401807,-0.72149899,0.012627396,0.001,12.627396,Linux x86_64,Random
1400,2401810,-0.73210247,0.012837898,0.001,12.837898,Linux x86_64,Random
1400,2401813,-0.73502586,0.012516077,0.001,12.516077,Linux x86_64,Random
1400,2401816,-0.72829472,0.012640651,0.001,12.640651,Linux x86_64,Random
1400,2401819,-0.72415939,0.012558184,0.001,12.558184,Linux x86_64,Random
1400,2401822,-0.72565717,0.012616408,0.001,12.616408,Linux x86_64,Random
1400,2401825,-0.72979385,0.012695551,0.001,12.695551,Linux x86_64,Random
1400,2401828,-0.74240753,0.012439893,0.001,12.439893,Linux x86_64,Random
1400,2401831,-0.72544689,0.01266078,0.001,12.66078,Linux x86_64,Random
1400,2401834,-0.72362387,0.01269553,0.001,12.69553,Linux x86_64,Random
1400,2401837,-0.7375873,0.012442037,0.001,12.442037,Linux x86_64,Random
1400,2401840,-0.72233692,0.012572847,0.001,12.572847,Linux x86_64,Random
1400,2401843,-0.73015999,0.012252133,0.001,12.252133,Linux x86_64,Random
1400,2401846,-0.7211715,0.012493499,0.001,12.493499,Linux x86_64,Random
1400,2401849,-0.72872846,0.012471868,0.001,12.471868,Linux x86_64,Random
1400,2401852,-0.72639765,0.01230605,0.001,12.30605,Linux x86_64,Random
1400,2401855,-0.72394721,0.01278298,0.001,12.78298,Linux x86_64,Random
1400,2401858,-0.72490358,0.012624462,0.001,12.624462,Linux x86_64,Random
1400,2401861,-0.72933518,0.012560565,0.001,12.560565,Linux x86_64,Random
1400,2401864,-0.7292811,0.012545188,0.001,12.545188,Linux x86_64,Random
1400,2401867,-0.72470153,0.012916342,0.001,12.916342,Linux x86_64,Random
1400,2401870,-0.72366232,0.012786049,0.001,12.786049,Linux x86_64,Random
1400,2401873,-0.72713411,0.012688817,0.001,12.688817,Linux x86_64,Random
1400,2401876,-0.72063056,0.012627568,0.001,12.627568,Linux x86_64,Random
1400,2401879,-0.7225736,0.012541285,0.001,12.541285,Linux x86_64,Random
1400,2401882,-0.73274651,0.012555916,0.001,12.555916,Linux x86_64,Random
1400,2401885,-0.72921099,0.012641297,0.001,12.641297,Linux x86_64,Random
1400,2401888,-0.72072296,0.012738989,0.001,12.738989,Linux x86_64,Random
1400,2401891,-0.7165101,0.01253889,0.001,12.53889,Linux x86_64,Random
1400,2401894,-0.72906482,0.012807512,0.001,12.807512,Linux x86_64,Random
1400,2401897,-0.72617504,0.012315794,0.001,12.315794,Linux x86_64,Random
1400,2401900,-0.72536422,0.012817196,0.001,12.817196,Linux x86_64,Random
1400,2401903,-0.7323107,0.012542852,0.001,12.542852,Linux x86_64,Random
1400,2401906,-0.72478898,0.01265609,0.001,12.65609,Linux x86_64,Random
1400,2401909,-0.72605846,0.012605559,0.001,12.605559,Linux x86_64,Random
1400,2401912,-0.72003025,0.01272337,0.001,12.72337,Linux x86_64,Random
1400,2401915,-0.72198421,0.012774325,0.001,12.774325,Linux x86_64,Random
1400,2401918,-0.72205127,0.012724414,0.001,12.724414,Linux x86_64,Random
1400,2401921,-0.72099439,0.012713412,0.001,12.713412,Linux x86_64,Random
1400,2401924,-0.73198199,0.012529736,0.001,12.529736,Linux x86_64,Random
1400,2401927,-0.72527322,0.012496475,0.001,12.496475,Linux x86_64,Random
1400,2401930,-0.73045863,0.012604596,0.001,12.604596,Linux x86_64,Random
1400,2401933,-0.7235299,0.012715309,0.001,12.715309,Linux x86_64,Random
1400,2401936,-0.72969167,0.012493588,0.001,12.493588,Linux x86_64,Random
1400,2401939,-0.71972865,0.01263515,0.001,12.63515,Linux x86_64,Random
1400,2401942,-0.72502603,0.012581153,0.001,12.581153,Linux x86_64,Random
1400,2401945,-0.72786688,0.012462708,0.001,12.462708,Linux x86_64,Random
1400,2401948,-0.72240985,0.012619691,0.001,12.619691,Linux x86_64,Random
1400,2401951,-0.72784806,0.012448236,0.001,12.448236,Linux x86_64,Random
1400,2401954,-0.72927925,0.012375104,0.001,12.375104,Linux x86_64,Random
1400,2401957,-0.72725547,0.012500596,0.001,12.500596,Linux x86_64,Random
1400,2401960,-0.72009689,0.012783822,0.001,12.783822,Linux x86_64,Random
1400,2401963,-0.72526611,0.012823611,0.001,12.823611,Linux x86_64,Random
1400,2401966,-0.72645602,0.012563328,0.001,12.563328,Linux x86_64,Random
1400,2401969,-0.72434318,0.012862308,0.001,12.862308,Linux x86_64,Random
1400,2401972,-0.7252219,0.013007576,0.001,13.007576,Linux x86_64,Random
1400,2401975,-0.72302145,0.012612182,0.001,12.612182,Linux x86_64,Random
1400,2401978,-0.72887187,0.012733624,0.001,12.733624,Linux x86_64,Random
1400,2401981,-0.72939319,0.012921967,0.001,12.921967,Linux x86_64,Random
1400,2401984,-0.72338344,0.012562733,0.001,12.562733,Linux x86_64,Random
1400,2401987,-0.72175903,0.012392144,0.001,12.392144,Linux x86_64,Random
1400,2401990,-0.72792654,0.012911202,0.001,12.911202,Linux x86_64,Random
1400,2401993,-0.71643228,0.012485929,0.001,12.485929,Linux x86_64,Random
1400,2401996,-0.72018293,0.01268653,0.001,12.68653,Linux x86_64,Random
1400,2401999,-0.7310526,0.012604652,0.001,12.604652,Linux x86_64,Random
1400,2402002,-0.71975688,0.012743792,0.001,12.743792,Linux x86_64,Random
1400,2402005,-0.73142832,0.012757549,0.001,12.757549,Linux x86_64,Random
1400,2402008,-0.7273388,0.012836061,0.001,12.836061,Linux x86_64,Random
1400,2402011,-0.72530988,0.01290992,0.001,12.90992,Linux x86_64,Random
1400,2402014,-0.72176794,0.012951906,0.001,12.951906,Linux x86_64,Random
1400,2402017,-0.72799567,0.012599289,0.001,12.599289,Linux x86_64,Random
1400,2402020,-0.72599526,0.012980242,0.001,12.980242,Linux x86_64,Random
1400,2402023,-0.73440187,0.012771658,0.001,12.771658,Linux x86_64,Random
1400,2402026,-0.72217474,0.012782271,0.001,12.782271,Linux x86_64,Random
1400,2402029,-0.73571614,0.012960607,0.001,12.960607,Linux x86_64,Random
1600,2601732,-0.72276277,0.016702851,0.001,16.702851,Linux x86_64,Random
1600,2601735,-0.72253478,0.016477945,0.001,16.477945,Linux x86_64,Random
1600,2601738,-0.7237699,0.016511032,0.001,16.511032,Linux x86_64,Random
1600,2601741,-0.72879796,0.016681839,0.001,16.681839,Linux x86_64,Random
1600,2601744,-0.72272322,0.016742723,0.001,16.742723,Linux x86_64,Random
1600,2601747,-0.72502128,0.01674471,0.001,16.74471,Linux x86_64,Random
1600,2601750,-0.72789468,0.016299678,0.001,16.299678,Linux x86_64,Random
1600,2601753,-0.72497491,0.016306702,0.001,16.306702,Linux x86_64,Random
1600,2601756,-0.726291,0.016567215,0.001,16.567215,Linux x86_64,Random
1600,2601759,-0.72321325,0.016394871,0.001,16.394871,Linux x86_64,Random
1600,2601762,-0.72504892,0.016494924,0.001,16.494924,Linux x86_64,Random
1600,2601765,-0.71979747,0.016624535,0.001,16.624535,Linux x86_64,Random
1600,2601768,-0.72149122,0.016531752,0.001,16.531752,Linux x86_64,Random
1600,2601771,-0.72786785,0.016303915,0.001,16.303915,Linux x86_64,Random
1600,2601774,-0.72442423,0.016533099,0.001,16.533099,Linux x86_64,Random
1600,2601777,-0.7288591,0.016665754,0.001,16.665754,Linux x86_64,Random
1600,2601780,-0.73309383,0.016752348,0.001,16.752348,Linux x86_64,Random
1600,2601783,-0.72235177,0.016523854,0.001,16.523854,Linux x86_64,Random
1600,2601786,-0.72201867,0.016606447,0.001,16.606447,Linux x86_64,Random
1600,2601789,-0.7234397,0.016921349,0.001,16.921349,Linux x86_64,Random
1600,2601792,-0.72406847,0.016301877,0.001,16.301877,Linux x86_64,Random
1600,2601795,-0.7182881,0.016822876,0.001,16.822876,Linux x86_64,Random
1600,2601798,-0.72504927,0.016687862,0.001,16.687862,Linux x86_64,Random
1600,2601801,-0.72730732,0.016387714,0.001,16.387714,Linux x86_64,Random
1600,2601804,-0.71751384,0.016491902,0.001,16.491902,Linux x86_64,Random
1600,2601807,-0.72936737,0.01661939,0.001,16.61939,Linux x86_64,Random
1600,2601810,-0.72394026,0.016829026,0.001,16.829026,Linux x86_64,Random
1600,2601813,-0.71846667,0.016513043,0.001,16.513043,Linux x86_64,Random
1600,2601816,-0.71853867,0.016477363,0.001,16.477363,Linux x86_64,Random
1600,2601819,-0.72210653,0.016475737,0.001,16.475737,Linux x86_64,Random
1600,2601822,-0.72642368,0.016721002,0.001,16.721002,Linux x86_64,Random
1600,2601825,-0.72520139,0.016859847,0.001,16.859847,Linux x86_64,Random
1600,2601828,-0.72285819,0.016681559,0.001,16.681559,Linux x86_64,Random
1600,2601831,-0.72982215,0.016635628,0.001,16.635628,Linux x86_64,Random
1600,2601834,-0.71972788,0.016706013,0.001,16.706013,Linux x86_64,Random
1600,2601837,-0.72404346,0.01658764,0.001,16.58764,Linux x86_64,Random
1600,2601840,-0.72802896,0.016527915,0.001,16.527915,Linux x86_64,Random
1600,2601843,-0.73114138,0.016537099,0.001,16.537099,Linux x86_64,Random
1600,2601846,-0.72566993,0.016640687,0.001,16.640687,Linux x86_64,Random
1600,2601849,-0.72115144,0.016418359,0.001,16.418359,Linux x86_64,Random
1600,2601852,-0.72596255,0.016548593,0.001,16.548593,Linux x86_64,Random
1600,2601855,-0.72071104,0.016619711,0.001,16.619711,Linux x86_64,Random
1600,2601858,-0.7275163,0.016796405,0.001,16.796405,Linux x86_64,Random
1600,2601861,-0.73011061,0.016501265,0.001,16.501265,Linux x86_64,Random
1600,2601864,-0.72233879,0.016599683,0.001,16.599683,Linux x86_64,Random
1600,2601867,-0.72426206,0.016643436,0.001,16.643436,Linux x86_64,Random
1600,2601870,-0.72346753,0.016515521,0.001,16.515521,Linux x86_64,Random
1600,2601873,-0.72655896,0.016714513,0.001,16.714513,Linux x86_64,Random
1600,2601876,-0.72880416,0.016714282,0.001,16.714282,Linux x86_64,Random
1600,2601879,-0.72046405,0.016658525,0.001,16.658525,Linux x86_64,Random
1600,2601882,-0.72377196,0.01662025,0.001,16.62025,Linux x86_64,Random
1600,2601885,-0.72490732,0.016385059,0.001,16.385059,Linux x86_64,Random
1600,2601888,-0.72108473,0.016508695,0.001,16.508695,Linux x86_64,Random
1600,2601891,-0.72519662,0.016353969,0.001,16.353969,Linux x86_64,Random
1600,2601894,-0.72485181,0.016688038,0.001,16.688038,Linux x86_64,Random
1600,2601897,-0.7264175,0.016711926,0.001,16.711926,Linux x86_64,Random
1600,2601900,-0.72300461,0.017064171,0.001,17.064171,Linux x86_64,Random
1600,2601903,-0.72386217,0.016348683,0.001,16.348683,Linux x86_64,Random
1600,2601906,-0.72838883,0.017261525,0.001,17.261525,Linux x86_64,Random
1600,2601909,-0.72793847,0.016717056,0.001,16.717056,Linux x86_64,Random
1600,2601912,-0.72384078,0.016558487,0.001,16.558487,Linux x86_64,Random
1600,2601915,-0.7319631,0.016664864,0.001,16.664864,Linux x86_64,Random
1600,2601918,-0.72524136,0.016611642,0.001,16.611642,Linux x86_64,Random
1600,2601921,-0.71904093,0.016762273,0.001,16.762273,Linux x86_64,Random
1600,2601924,-0.72663654,0.016635864,0.001,16.635864,Linux x86_64,Random
1600,2601927,-0.72379517,0.016494202,0.001,16.494202,Linux x86_64,Random
1600,2601930,-0.72675742,0.016807416,0.001,16.807416,Linux x86_64,Random
1600,2601933,-0.72342036,0.016684555,0.001,16.684555,Linux x86_64,Random
1600,2601936,-0.72294628,0.016829425,0.001,16.829425,Linux x86_64,Random
1600,2601939,-0.72373403,0.01693904,0.001,16.93904,Linux x86_64,Random
1600,2601942,-0.71683047,0.016563919,0.001,16.563919,Linux x86_64,Random
1600,2601945,-0.72362157,0.016877285,0.001,16.877285,Linux x86_64,Random
1600,2601948,-0.72174729,0.016698783,0.001,16.698783,Linux x86_64,Random
1600,2601951,-0.72632412,0.016701068,0.001,16.701068,Linux x86_64,Random
1600,2601954,-0.72194304,0.01680908,0.001,16.80908,Linux x86_64,Random
1600,2601957,-0.73157663,0.01667251,0.001,16.67251,Linux x86_64,Random
1600,2601960,-0.71819613,0.01698155,0.001,16.98155,Linux x86_64,Random
1600,2601963,-0.71607406,0.016632032,0.001,16.632032,Linux x86_64,Random
1600,2601966,-0.72155907,0.016599319,0.001,16.599319,Linux x86_64,Random
1600,2601969,-0.72539297,0.016611978,0.001,16.611978,Linux x86_64,Random
1600,2601972,-0.72162218,0.01687672,0.001,16.87672,Linux x86_64,Random
1600,2601975,-0.72400519,0.017363481,0.001,17.363481,Linux x86_64,Random
1600,2601978,-0.71865056,0.016826279,0.001,16.826279,Linux x86_64,Random
1600,2601981,-0.72273195,0.016900231,0.001,16.900231,Linux x86_64,Random
1600,2601984,-0.72216054,0.016729849,0.001,16.729849,Linux x86_64,Random
1600,2601987,-0.72354689,0.016819816,0.001,16.819816,Linux x86_64,Random
1600,2601990,-0.72260692,0.016660497,0.001,16.660497,Linux x86_64,Random
1600,2601993,-0.72375464,0.017053412,0.001,17.053412,Linux x86_64,Random
1600,2601996,-0.71967103,0.016626581,0.001,16.626581,Linux x86_64,Random
1600,2601999,-0.72294421,0.016806362,0.001,16.806362,Linux x86_64,Random
1600,2602002,-0.72863176,0.016755988,0.001,16.755988,Linux x86_64,Random
