110046	-1.65216
228274	-1.64456
369954	-1.72950
418527	-1.68276
492757	-1.66257
554682	-1.70255
624355	-1.72807
631654	-1.69768
654105	-1.66439
658180	-1.72803
983552	-1.73856
984673	-1.70021
1010826	-1.70137
1051560	-1.63919
1086364	-1.70278
1153328	-1.68096
1251908	-1.73153
1430748	-1.69098
1494266	-1.71234
1526610	-1.69344
1575578	-1.68794
1631660	-1.68455
1730477	-1.64773
1769991	-1.72066
1791529	-1.70447
1914710	-1.67759
1958910	-1.72736
2094269	-1.68269
2103206	-1.73526
2254005	-1.68656
2261070	-1.67718
2330819	-1.71491
2471202	-1.65280
2475263	-1.69088
2494091	-1.69335
2575023	-1.70921
2622727	-1.68713
2629801	-1.69160
2633193	-1.69039
2702397	-1.72828
2892506	-1.71593
3139424	-1.67747
3212296	-1.72928
3240710	-1.69005
3259621	-1.69826
3328448	-1.69081
3396452	-1.70352
3603850	-1.68343
3633003	-1.67308
3713812	-1.73963
3727510	-1.69772
3730240	-1.70893
3883519	-1.68642
3996225	-1.71324
4030608	-1.70571
4043709	-1.67275
4068529	-1.66537
4087272	-1.73407
4187807	-1.72066
4197361	-1.68945
4490197	-1.72640
4621654	-1.69278
4911238	-1.73575
4931967	-1.71426
4955389	-1.68010
4960753	-1.67041
5049071	-1.69004
5105258	-1.74864
5314052	-1.71041
5406329	-1.71337
5550256	-1.70490
5551067	-1.67663
5672028	-1.68293
5719349	-1.66567
5913160	-1.67523
5918224	-1.64770
5920270	-1.71192
6007986	-1.67094
6145844	-1.66589
6163735	-1.69796
6391497	-1.73133
6397791	-1.72007
6582535	-1.70020
6616820	-1.68809
6667235	-1.73309
6774234	-1.69408
6857733	-1.70857
6893474	-1.71062
6998119	-1.71608
7165636	-1.65415
7276912	-1.68996
7296639	-1.67606
7308676	-1.70904
7388150	-1.71376
7408152	-1.70551
7429274	-1.70107
7778359	-1.73538
7923692	-1.65815
7981098	-1.73222
8085727	-1.70976
8111176	-1.69573
8397304	-1.71318
8421935	-1.67507
8453239	-1.68031
8453439	-1.71350
8458710	-1.67951
8598692	-1.65938
8767273	-1.69300
8924713	-1.66932
8991508	-1.66604
9015879	-1.71764
9067352	-1.67964
9175173	-1.67111
9181537	-1.66824
9182308	-1.69881
9335413	-1.69022
9469999	-1.70814
9510406	-1.70199
9516964	-1.66673
9692062	-1.72398
9721192	-1.70144
9732497	-1.72027
9807541	-1.68575
10016117	-1.66535
10289415	-1.68948
10303962	-1.69095
10321011	-1.76596
10492586	-1.68098
10617787	-1.66830
10680741	-1.65512
10752963	-1.74174
10759243	-1.69761
10785990	-1.69339
10873220	-1.65267
11037872	-1.69444
11146941	-1.65302
11182766	-1.68636
11251697	-1.71610
11371769	-1.69505
11402525	-1.70928
11412292	-1.70872
11503114	-1.69167
11534681	-1.71107
11605451	-1.68312
11679033	-1.66707
11777311	-1.69650
11802495	-1.68980
11915411	-1.68097
11960737	-1.69130
12088959	-1.69584
12238274	-1.66623
12476934	-1.71499
12520071	-1.68949
12531925	-1.68796
12600313	-1.70384
12876033	-1.69459
12948253	-1.66360
13046662	-1.73876
13183385	-1.66908
13232651	-1.65347
13392517	-1.69585
13414790	-1.72062
13551483	-1.67897
13753649	-1.69922
13928994	-1.68737
14030140	-1.67294
14066739	-1.67601
14106527	-1.71267
14207659	-1.64170
14230092	-1.68828
14265803	-1.65969
14280208	-1.69269
14441004	-1.69695
14542852	-1.69856
14547212	-1.67492
14550708	-1.68647
14772102	-1.72500
15011482	-1.73888
15037000	-1.70124
15345480	-1.74859
15446758	-1.70623
15509635	-1.64976
15570002	-1.67317
15709809	-1.66647
15755754	-1.69615
15763085	-1.65829
15924209	-1.71158
15981934	-1.67195
16164239	-1.69433
16173523	-1.70529
16248991	-1.67747
16319112	-1.71467
16350340	-1.70231
16516882	-1.69499
16577430	-1.69605
16600400	-1.68350
16609733	-1.71667
16657501	-1.69571
16678332	-1.70272
16695257	-1.70229
