seed,global_steps_per_temperature,MCS_per_global_steps,number_of_temperatures,schedule,num_runs,best_energy,success_rate,average_time,tts_p0.99
658180,5,15,9,logT,10,-1.72802,0,80.8225900173,inf
658180,5,15,10,logT,10,-1.72799,0,88.3872175932,inf
658180,5,15,11,logT,10,-1.72803,0.8,96.002745533,274.697755089
658180,5,15,12,logT,10,-1.72803,1,103.527679539,103.527679539
983552,5,15,4,logT,10,-1.7316,0,42.5768168211,inf
983552,5,15,5,logT,10,-1.73592,0,50.2532179594,inf
983552,5,15,6,logT,10,-1.73733,0,57.8294519901,inf
983552,5,15,7,logT,10,-1.73843,0,65.3706448555,inf
983552,5,15,8,logT,10,-1.73855,0,72.9533135414,inf
983552,5,15,9,logT,10,-1.73856,0.5,80.5005227804,534.833896555
983552,5,15,10,logT,10,-1.73856,1,88.1529388428,88.1529388428
984673,5,15,4,logT,10,-1.69144,0,43.2359873295,inf
984673,5,15,5,logT,10,-1.695,0,50.8488006115,inf
984673,5,15,6,logT,10,-1.69755,0,58.2270703554,inf
984673,5,15,7,logT,10,-1.69847,0,65.9628067255,inf
984673,5,15,8,logT,10,-1.69945,0,73.3667547703,inf
984673,5,15,9,logT,10,-1.69977,0,81.2059447527,inf
984673,5,15,10,logT,10,-1.70002,0,88.7474449158,inf
984673,5,15,11,logT,10,-1.70021,0.1,96.0875205517,4199.85971146
984673,5,15,12,logT,10,-1.70021,0.4,103.683627224,934.723566423
984673,5,15,13,logT,10,-1.70021,0.5,111.52912581,740.983472851
984673,5,15,14,logT,10,-1.70021,0.7,119.052028465,455.371458641
984673,5,15,15,logT,10,-1.70021,0.9,126.65703125,253.3140625
1010826,5,15,4,logT,10,-1.69366,0,42.8207156897,inf
1010826,5,15,5,logT,10,-1.69489,0,50.4759471655,inf
1010826,5,15,6,logT,10,-1.69922,0,58.0101951122,inf
1010826,5,15,7,logT,10,-1.69878,0,65.6045959711,inf
1010826,5,15,8,logT,10,-1.69994,0,73.2174956083,inf
1010826,5,15,9,logT,10,-1.70131,0,80.8195310831,inf
1010826,5,15,10,logT,10,-1.70121,0,88.3611975908,inf
1010826,5,15,11,logT,10,-1.70137,0.2,95.8778465748,1978.69845641
1010826,5,15,12,logT,10,-1.70137,0.2,103.534697914,2136.71827504
1010826,5,15,13,logT,10,-1.70137,0.6,111.098180008,558.366475282
1010826,5,15,14,logT,10,-1.70137,0.6,118.617534542,596.157872831
1010826,5,15,15,logT,10,-1.70137,0.8,126.334691787,361.488164022
1010826,5,15,16,logT,10,-1.70137,0.8,133.973848486,383.346488847
1010826,5,15,17,logT,10,-1.70137,0.8,141.561218762,405.056634431
1010826,5,15,18,logT,10,-1.70137,0.9,149.096176672,298.192353344
1051560,5,15,4,logT,10,-1.62827,0,42.6719870806,inf
1051560,5,15,5,logT,10,-1.63344,0,50.2865611792,inf
1051560,5,15,6,logT,10,-1.63601,0,57.8313513279,inf
1051560,5,15,7,logT,10,-1.63695,0,65.5078356028,inf
1051560,5,15,8,logT,10,-1.63753,0,73.0774811983,inf
1051560,5,15,9,logT,10,-1.63809,0,80.68273561,inf
1051560,5,15,10,logT,10,-1.63858,0,88.2846070528,inf
1051560,5,15,11,logT,10,-1.63918,0,95.8379967213,inf
1051560,5,15,12,logT,10,-1.63919,0.3,103.488981962,1336.1868626
1051560,5,15,13,logT,10,-1.63919,0.5,111.018498731,737.590939971
1051560,5,15,14,logT,10,-1.63919,0.9,118.558170176,237.116340351
1086364,5,15,4,logT,10,-1.69169,0,42.6969216347,inf
1086364,5,15,5,logT,10,-1.69708,0,50.4045515299,inf
1086364,5,15,6,logT,10,-1.70068,0,58.0056009054,inf
1086364,5,15,7,logT,10,-1.70186,0,65.9913909912,inf
1086364,5,15,8,logT,10,-1.70258,0,72.9869390965,inf
1086364,5,15,9,logT,10,-1.70278,0.2,80.6295373201,1664.00838917
1086364,5,15,10,logT,10,-1.70278,0.5,88.2577692032,586.371926216
1086364,5,15,11,logT,10,-1.70278,1,95.8666459084,95.8666459084
1153328,5,15,4,logT,10,-1.67302,0,42.9336576223,inf
1153328,5,15,5,logT,10,-1.67648,0,50.2921789646,inf
1153328,5,15,6,logT,10,-1.67947,0,57.9101597786,inf
1153328,5,15,7,logT,10,-1.67837,0,65.6941422224,inf
1153328,5,15,8,logT,10,-1.67977,0,73.0260864973,inf
1153328,5,15,9,logT,10,-1.68082,0,80.7093297243,inf
1153328,5,15,10,logT,10,-1.68082,0,88.2522330046,inf
1153328,5,15,11,logT,10,-1.68094,0,95.9169224501,inf
1153328,5,15,12,logT,10,-1.68096,0.1,103.410625052,4519.94302071
1153328,5,15,13,logT,10,-1.68096,0.5,110.885804534,736.709338811
1153328,5,15,14,logT,10,-1.68096,0.9,118.479115319,236.958230639
1251908,5,15,4,logT,10,-1.7291,0,42.7769678116,inf
1251908,5,15,5,logT,10,-1.72954,0,50.3567957163,inf
1251908,5,15,6,logT,10,-1.72984,0,58.0019145966,inf
1251908,5,15,7,logT,10,-1.7314,0,65.6056692362,inf
1251908,5,15,8,logT,10,-1.73153,0.2,73.1522536278,1509.69443419
1251908,5,15,9,logT,10,-1.73153,0.7,80.7720242739,308.951262613
1251908,5,15,10,logT,10,-1.73153,1,88.357744956,88.357744956
1430748,5,15,4,logT,10,-1.68011,0,42.5709137201,inf
1430748,5,15,5,logT,10,-1.68713,0,50.220454216,inf
1430748,5,15,6,logT,10,-1.68702,0,57.7363944292,inf
1430748,5,15,7,logT,10,-1.68947,0,65.286500597,inf
1430748,5,15,8,logT,10,-1.69008,0,72.8899416685,inf
1430748,5,15,9,logT,10,-1.68978,0,80.4464466572,inf
1430748,5,15,10,logT,10,-1.69017,0,88.0401968718,inf
1430748,5,15,11,logT,10,-1.69013,0,95.6403654575,inf
1430748,5,15,12,logT,10,-1.69059,0,103.320474911,inf
1430748,5,15,13,logT,10,-1.69038,0,110.892050886,inf
1430748,5,15,14,logT,10,-1.69034,0,118.450593185,inf
1430748,5,15,15,logT,10,-1.69063,0,126.095718288,inf
1430748,5,15,16,logT,10,-1.69044,0,133.743107462,inf
1430748,5,15,17,logT,10,-1.69098,0.1,141.181914473,6170.87662556
1430748,5,15,18,logT,10,-1.69055,0,148.68295567,inf
1430748,5,15,19,logT,10,-1.69044,0,156.236452699,inf
1430748,5,15,20,logT,10,-1.69098,0.1,163.841314316,7161.2893237
1430748,5,15,21,logT,10,-1.69068,0,171.459311748,inf
1430748,5,15,22,logT,10,-1.69098,0.1,179.115519452,7828.90483098
1430748,5,15,23,logT,10,-1.69057,0,186.778285241,inf
1430748,5,15,24,logT,10,-1.69098,0.2,194.844236732,4021.13735585
1430748,5,15,25,logT,10,-1.69056,0,201.911485934,inf
1430748,5,15,26,logT,10,-1.69074,0,209.515776944,inf
1430748,5,15,27,logT,10,-1.69098,0.2,216.928308344,4476.90185174
1430748,5,15,28,logT,10,-1.69098,0.1,224.379171419,9807.31979266
1430748,5,15,29,logT,10,-1.69092,0,232.069571829,inf
1430748,5,15,30,logT,10,-1.69098,0.1,239.706862497,10477.2731004
1430748,5,15,31,logT,10,-1.69098,0.3,247.303629851,3193.03422467
1430748,5,15,32,logT,10,-1.69098,0.3,255.035926843,3292.86894583
1430748,5,15,33,logT,10,-1.69098,0.3,262.546183085,3389.83681174
1430748,5,15,34,logT,10,-1.69098,0.5,270.096923828,1794.48511921
1430748,5,15,35,logT,10,-1.69098,0.5,277.75092361,1845.33719304
1430748,5,15,36,logT,10,-1.69098,0.6,285.275033903,1433.75899727
1430748,5,15,37,logT,10,-1.69098,0.8,292.946374679,838.223022051
1430748,5,15,38,logT,10,-1.69098,0.8,300.510474682,859.866583166
1430748,5,15,39,logT,10,-1.69098,0.8,308.035553002,881.398489467
1430748,5,15,40,logT,10,-1.69098,0.9,315.456870365,630.91374073
1494266,5,15,4,logT,10,-1.70022,0,42.4438248873,inf
1494266,5,15,5,logT,10,-1.70927,0,50.105577755,inf
1494266,5,15,6,logT,10,-1.7076,0,57.7360666513,inf
1494266,5,15,7,logT,10,-1.71118,0,65.2616442919,inf
1494266,5,15,8,logT,10,-1.71154,0,72.9654773951,inf
1494266,5,15,9,logT,10,-1.71194,0,80.4716876984,inf
1494266,5,15,10,logT,10,-1.71164,0,87.9883778811,inf
1494266,5,15,11,logT,10,-1.71164,0,95.5937880516,inf
1494266,5,15,12,logT,10,-1.71178,0,103.260484076,inf
1494266,5,15,13,logT,10,-1.71234,0.2,110.816999364,2287.00824454
1494266,5,15,14,logT,10,-1.71234,0.1,118.35289247,5173.04996494
1494266,5,15,15,logT,10,-1.71226,0,125.956829572,inf
1494266,5,15,16,logT,10,-1.71234,0.2,133.54094944,2755.97836168
1494266,5,15,17,logT,10,-1.71234,0.3,141.206715631,1823.17532515
1494266,5,15,18,logT,10,-1.71234,0.4,148.862643862,1342.01922814
1494266,5,15,19,logT,10,-1.71234,0.5,156.63987484,1040.69280202
1494266,5,15,20,logT,10,-1.71234,0.8,164.140444136,469.663771313
1494266,5,15,21,logT,10,-1.71234,0.8,171.575431466,490.93789548
1494266,5,15,22,logT,10,-1.71234,0.8,179.123003745,512.53416494
1494266,5,15,23,logT,10,-1.71234,1,186.775630116,186.775630116
1526610,5,15,4,logT,10,-1.67933,0,42.7388758421,inf
1526610,5,15,5,logT,10,-1.68641,0,50.3289158344,inf
1526610,5,15,6,logT,10,-1.68797,0,57.9161525726,inf
1526610,5,15,7,logT,10,-1.69133,0,65.4536957741,inf
1526610,5,15,8,logT,10,-1.69199,0,73.0903872967,inf
1526610,5,15,9,logT,10,-1.69287,0,80.5636646509,inf
1526610,5,15,10,logT,10,-1.69342,0,88.2739739895,inf
1526610,5,15,11,logT,10,-1.69344,0.5,95.8699852705,636.946395053
1526610,5,15,12,logT,10,-1.69344,0.9,103.445350409,206.890700817
1575578,5,15,4,logT,10,-1.68067,0,42.6306814432,inf
1575578,5,15,5,logT,10,-1.68372,0,50.2497042656,inf
1575578,5,15,6,logT,10,-1.68615,0,57.7805963039,inf
1575578,5,15,7,logT,10,-1.68711,0,65.501867485,inf
1575578,5,15,8,logT,10,-1.6878,0,73.0581923485,inf
1575578,5,15,9,logT,10,-1.68789,0,80.7239699841,inf
1575578,5,15,10,logT,10,-1.68794,0.5,88.3116741419,586.730062877
1575578,5,15,11,logT,10,-1.68794,0.8,95.9276749849,274.482951743
1575578,5,15,12,logT,10,-1.68794,1,103.499683642,103.499683642
1631660,5,15,4,logT,10,-1.67396,0,43.0750741005,inf
1631660,5,15,5,logT,10,-1.67895,0,50.6031675339,inf
1631660,5,15,6,logT,10,-1.68301,0,58.3965270996,inf
1631660,5,15,7,logT,10,-1.68383,0,65.9780694246,inf
1631660,5,15,8,logT,10,-1.68441,0,73.4816002607,inf
1631660,5,15,9,logT,10,-1.68455,0.2,80.943582058,1670.48955099
1631660,5,15,10,logT,10,-1.68455,0.8,88.6468458176,253.649928517
1631660,5,15,11,logT,10,-1.68455,1,95.9680405378,95.9680405378
1730477,5,15,4,logT,10,-1.63678,0,42.5675074339,inf
1730477,5,15,5,logT,10,-1.63978,0,50.2417984486,inf
1730477,5,15,6,logT,10,-1.64385,0,57.7873264074,inf
1730477,5,15,7,logT,10,-1.64391,0,65.3637235403,inf
1730477,5,15,8,logT,10,-1.64438,0,72.9843704939,inf
1730477,5,15,9,logT,10,-1.64573,0,80.6431477785,inf
1730477,5,15,10,logT,10,-1.64773,0.1,88.0808176756,3849.8972123
1730477,5,15,11,logT,10,-1.64729,0,95.7695084095,inf
1730477,5,15,12,logT,10,-1.64773,0.1,103.247593069,4512.81710618
1730477,5,15,13,logT,10,-1.64773,0.3,110.916366863,1432.0847441
1730477,5,15,14,logT,10,-1.64773,0.5,118.562977219,787.715370072
1730477,5,15,15,logT,10,-1.64773,1,126.11263175,126.11263175
1769991,5,15,4,logT,10,-1.70872,0,43.6965454817,inf
1769991,5,15,5,logT,10,-1.71329,0,51.1488525629,inf
1769991,5,15,6,logT,10,-1.7175,0,59.5122014046,inf
1769991,5,15,7,logT,10,-1.72014,0,66.6399505138,inf
1769991,5,15,8,logT,10,-1.72036,0,74.2824243069,inf
1769991,5,15,9,logT,10,-1.72064,0,81.9727187395,inf
1769991,5,15,10,logT,10,-1.72066,0.6,89.7389727831,451.01759475
1769991,5,15,11,logT,10,-1.72066,0.9,97.7227451563,195.445490313
1791529,5,15,4,logT,10,-1.69563,0,42.7018462658,inf
1791529,5,15,5,logT,10,-1.69996,0,50.3271590471,inf
1791529,5,15,6,logT,10,-1.70181,0,57.8689282417,inf
1791529,5,15,7,logT,10,-1.70264,0,65.4352740288,inf
1791529,5,15,8,logT,10,-1.70388,0,73.0213856459,inf
1791529,5,15,9,logT,10,-1.70447,0.1,80.7131398201,3527.86566007
1791529,5,15,10,logT,10,-1.70445,0,88.3337924242,inf
1791529,5,15,11,logT,10,-1.70447,0.2,95.961817646,1980.43142638
1791529,5,15,12,logT,10,-1.70447,1,103.467758298,103.467758298
1914710,5,15,4,logT,10,-1.67052,0,42.7366234779,inf
1914710,5,15,5,logT,10,-1.67215,0,50.3864247084,inf
1914710,5,15,6,logT,10,-1.67538,0,58.0493206739,inf
1914710,5,15,7,logT,10,-1.67605,0,65.6173305035,inf
1914710,5,15,8,logT,10,-1.67691,0,73.1764254808,inf
1914710,5,15,9,logT,10,-1.67746,0,80.6925811529,inf
1914710,5,15,10,logT,10,-1.67751,0,88.2526054621,inf
1914710,5,15,11,logT,10,-1.67759,0.1,95.8832115889,4190.92963421
1914710,5,15,12,logT,10,-1.67759,0.5,103.435415649,687.210026504
1914710,5,15,13,logT,10,-1.67759,0.9,111.099852991,222.199705982
1958910,5,15,4,logT,10,-1.71798,0,42.908448267,inf
1958910,5,15,5,logT,10,-1.72288,0,50.7003622532,inf
1958910,5,15,6,logT,10,-1.72519,0,58.3288899422,inf
1958910,5,15,7,logT,10,-1.72618,0,65.93225317,inf
1958910,5,15,8,logT,10,-1.72671,0,73.6106468201,inf
1958910,5,15,9,logT,10,-1.72682,0,81.8588984489,inf
1958910,5,15,10,logT,10,-1.72723,0,89.3208342552,inf
1958910,5,15,11,logT,10,-1.72736,0.1,96.6470368624,4224.3154368
1958910,5,15,12,logT,10,-1.72736,0.1,103.76495049,4535.43012165
1958910,5,15,13,logT,10,-1.72736,0.5,111.5769701,741.301343438
1958910,5,15,14,logT,10,-1.72736,0.9,119.294877148,238.589754295
2094269,5,15,4,logT,10,-1.67394,0,42.6437631845,inf
2094269,5,15,5,logT,10,-1.6794,0,50.2618588448,inf
2094269,5,15,6,logT,10,-1.68178,0,57.8148633242,inf
2094269,5,15,7,logT,10,-1.68215,0,65.4635071278,inf
2094269,5,15,8,logT,10,-1.68266,0,72.9537354708,inf
2094269,5,15,9,logT,10,-1.68266,0,80.5077944517,inf
2094269,5,15,10,logT,10,-1.68267,0,88.0862240791,inf
2094269,5,15,11,logT,10,-1.68269,0.4,95.7529652596,863.22745046
2094269,5,15,12,logT,10,-1.68269,0.8,103.35930953,295.747482407
2094269,5,15,13,logT,10,-1.68269,1,110.943058276,110.943058276
2103206,5,15,4,logT,10,-1.72721,0,42.7705132008,inf
2103206,5,15,5,logT,10,-1.73122,0,50.3722872019,inf
2103206,5,15,6,logT,10,-1.73285,0,58.0358708382,inf
2103206,5,15,7,logT,10,-1.73425,0,65.6007210255,inf
2103206,5,15,8,logT,10,-1.73471,0,73.223819375,inf
2103206,5,15,9,logT,10,-1.73502,0,80.8415040493,inf
2103206,5,15,10,logT,10,-1.73526,0.1,88.3840700865,3863.15197811
2103206,5,15,11,logT,10,-1.73526,0.1,95.971259737,4194.77810348
2103206,5,15,12,logT,10,-1.73526,0.7,103.522631717,395.971848736
2103206,5,15,13,logT,10,-1.73526,1,111.092190313,111.092190313
2254005,5,15,4,logT,10,-1.68389,0,42.5469963789,inf
2254005,5,15,5,logT,10,-1.68462,0,50.1314170122,inf
2254005,5,15,6,logT,10,-1.68535,0,57.646415019,inf
2254005,5,15,7,logT,10,-1.6861,0,65.2779099226,inf
2254005,5,15,8,logT,10,-1.6864,0,72.8889539719,inf
2254005,5,15,9,logT,10,-1.68655,0,80.4869954586,inf
2254005,5,15,10,logT,10,-1.68656,0.6,88.0552892923,442.555598198
2254005,5,15,11,logT,10,-1.68656,0.9,95.707769084,191.415538168
2261070,5,15,4,logT,10,-1.66885,0,42.6474772692,inf
2261070,5,15,5,logT,10,-1.67473,0,50.2134993792,inf
2261070,5,15,6,logT,10,-1.67554,0,57.9045237303,inf
2261070,5,15,7,logT,10,-1.67608,0,65.4427198648,inf
2261070,5,15,8,logT,10,-1.67676,0,73.1719627857,inf
2261070,5,15,9,logT,10,-1.67714,0,80.6471552134,inf
2261070,5,15,10,logT,10,-1.67716,0,88.2459279776,inf
2261070,5,15,11,logT,10,-1.67718,0.8,95.8831448793,274.355535386
2261070,5,15,12,logT,10,-1.67718,1,103.439388871,103.439388871
2330819,5,15,4,logT,10,-1.7036,0,44.7638553143,inf
2330819,5,15,5,logT,10,-1.71063,0,51.3181643009,inf
2330819,5,15,6,logT,10,-1.71199,0,59.3071721077,inf
2330819,5,15,7,logT,10,-1.71394,0,66.5256101131,inf
2330819,5,15,8,logT,10,-1.71399,0,74.2317121506,inf
2330819,5,15,9,logT,10,-1.71491,0.3,82.0879991055,1059.87037366
2330819,5,15,10,logT,10,-1.71491,0.5,89.8238162279,596.776517435
2330819,5,15,11,logT,10,-1.71491,1,97.1610811234,97.1610811234
2471202,5,15,4,logT,10,-1.64182,0,42.4795902252,inf
2471202,5,15,5,logT,10,-1.64573,0,50.0529438972,inf
2471202,5,15,6,logT,10,-1.64979,0,57.6331896544,inf
2471202,5,15,7,logT,10,-1.65047,0,65.2137153625,inf
2471202,5,15,8,logT,10,-1.65194,0,72.8530465841,inf
2471202,5,15,9,logT,10,-1.65144,0,80.4628047466,inf
2471202,5,15,10,logT,10,-1.65268,0,88.1026003361,inf
2471202,5,15,11,logT,10,-1.65239,0,95.6685889482,inf
2471202,5,15,12,logT,10,-1.65262,0,103.165193343,inf
2471202,5,15,13,logT,10,-1.65274,0,110.791834521,inf
2471202,5,15,14,logT,10,-1.65271,0,118.45200491,inf
2471202,5,15,15,logT,10,-1.65272,0,126.05384922,inf
2471202,5,15,16,logT,10,-1.6528,0.1,133.711617112,5844.35970914
2471202,5,15,17,logT,10,-1.6528,0.1,141.220941854,6172.58246128
2471202,5,15,18,logT,10,-1.6528,0.1,148.83905592,6505.56025236
2471202,5,15,19,logT,10,-1.6528,0.6,156.430162215,786.199722603
2471202,5,15,20,logT,10,-1.6528,0.3,163.988229537,2117.31639228
2471202,5,15,21,logT,10,-1.6528,0.7,171.608682084,656.399532905
2471202,5,15,22,logT,10,-1.6528,0.9,179.249614763,358.499229527
2475263,5,15,4,logT,10,-1.6824,0,42.5461663961,inf
2475263,5,15,5,logT,10,-1.68647,0,50.3064840794,inf
2475263,5,15,6,logT,10,-1.68966,0,57.865546155,inf
2475263,5,15,7,logT,10,-1.69041,0,65.3647817612,inf
2475263,5,15,8,logT,10,-1.69087,0,72.9878489494,inf
2475263,5,15,9,logT,10,-1.69088,0.1,80.5209471941,3519.46517204
2475263,5,15,10,logT,10,-1.69088,0.1,88.1733957291,3853.9436778
2475263,5,15,11,logT,10,-1.69088,0.8,95.7619402885,274.008726253
2475263,5,15,12,logT,10,-1.69088,1,103.392773747,103.392773747
2494091,5,15,4,logT,10,-1.68583,0,42.5215247393,inf
2494091,5,15,5,logT,10,-1.68787,0,50.1112568378,inf
2494091,5,15,6,logT,10,-1.69183,0,57.757640481,inf
2494091,5,15,7,logT,10,-1.69248,0,65.3915134192,inf
2494091,5,15,8,logT,10,-1.69311,0,72.9996316195,inf
2494091,5,15,9,logT,10,-1.69311,0,80.5863277912,inf
2494091,5,15,10,logT,10,-1.69335,0.2,88.1165124893,1818.52235397
2494091,5,15,11,logT,10,-1.69335,0.5,95.7437086582,636.107431401
2494091,5,15,12,logT,10,-1.69335,1,103.236370564,103.236370564
2575023,5,15,4,logT,10,-1.6999,0,42.6853904486,inf
2575023,5,15,5,logT,10,-1.70519,0,50.2303136826,inf
2575023,5,15,6,logT,10,-1.70685,0,57.91876297,inf
2575023,5,15,7,logT,10,-1.70838,0,65.4556559086,inf
2575023,5,15,8,logT,10,-1.7092,0,73.0627900362,inf
2575023,5,15,9,logT,10,-1.70921,0.4,80.6034281015,726.652083827
2575023,5,15,10,logT,10,-1.70921,1,88.2283890963,88.2283890963
2622727,5,15,4,logT,10,-1.67847,0,42.5192855358,inf
2622727,5,15,5,logT,10,-1.68197,0,50.0770224333,inf
2622727,5,15,6,logT,10,-1.68497,0,57.7004397154,inf
2622727,5,15,7,logT,10,-1.68667,0,65.3162644148,inf
